"No","RefTree","Tree","RefTree_taxa","Tree_taxa","Common_taxa","Triples","RFCluster(0.5)","MatchingPair","GeoRooted","NodalSplitted","MatchingCluster","MAST","CopheneticL2Metric"
"193","1","193","11","11","11","116.0000","9.0000","27.0000","0.0000","39.8497","42.0000","6.0000","30.5941"
"194","1","194","11","11","11","120.0000","9.0000","26.0000","0.0000","38.2099","40.0000","7.0000","30.2985"
"195","1","195","11","11","11","132.0000","9.0000","29.0000","0.0000","40.5463","42.0000","7.0000","32.2800"
"196","1","196","11","11","11","133.0000","9.0000","31.0000","0.0000","42.4500","48.0000","6.0000","33.6155"
"197","1","197","11","11","11","98.0000","9.0000","23.0000","0.0000","37.3631","36.0000","5.0000","28.1425"
"198","1","198","11","11","11","79.0000","9.0000","17.0000","0.0000","30.6920","30.0000","5.0000","23.9165"
"199","1","199","11","11","11","99.0000","9.0000","22.0000","0.0000","34.9285","32.0000","6.0000","27.2764"
"200","1","200","11","11","11","130.0000","9.0000","31.0000","0.0000","42.4028","44.0000","7.0000","32.8634"
"201","1","201","11","11","11","79.0000","9.0000","18.0000","0.0000","29.4279","28.0000","6.0000","22.0000"
"202","1","202","11","11","11","106.0000","9.0000","23.0000","0.0000","36.8239","34.0000","6.0000","28.8791"
"203","1","203","11","11","11","161.0000","9.0000","41.0000","0.0000","44.8999","52.0000","8.0000","36.1663"
"204","1","204","11","11","11","135.0000","9.0000","32.0000","0.0000","41.8569","38.0000","6.0000","33.6749"
"205","1","205","11","11","11","133.0000","9.0000","34.0000","0.0000","43.3128","50.0000","7.0000","33.3467"
"206","1","206","11","11","11","97.0000","9.0000","23.0000","0.0000","36.6606","34.0000","5.0000","28.5307"
"207","1","207","11","11","11","121.0000","9.0000","28.0000","0.0000","39.3954","42.0000","6.0000","31.4006"
"208","1","208","11","11","11","100.0000","8.0000","18.0000","0.0000","31.3688","30.0000","6.0000","26.4953"
"209","1","209","11","11","11","140.0000","9.0000","32.0000","0.0000","42.5206","46.0000","7.0000","33.8526"
"210","1","210","11","11","11","118.0000","9.0000","26.0000","0.0000","38.8587","42.0000","6.0000","30.8869"
"211","1","211","11","11","11","144.0000","9.0000","32.0000","0.0000","42.9418","50.0000","7.0000","34.4093"
"212","1","212","11","11","11","87.0000","8.0000","20.0000","0.0000","33.7343","30.0000","5.0000","25.6905"
"213","1","213","11","11","11","105.0000","8.0000","28.0000","0.0000","38.8587","36.0000","6.0000","28.7054"
"214","1","214","11","11","11","121.0000","9.0000","29.0000","0.0000","40.6202","44.0000","7.0000","31.1769"
"215","1","215","11","11","11","103.0000","9.0000","23.0000","0.0000","35.7491","34.0000","6.0000","27.8568"
"216","1","216","11","11","11","149.0000","9.0000","35.0000","0.0000","45.6508","58.0000","7.0000","35.8050"
"217","1","217","11","11","11","98.0000","8.0000","23.0000","0.0000","34.5832","34.0000","6.0000","26.5707"
"218","1","218","11","11","11","160.0000","9.0000","41.0000","0.0000","46.3465","58.0000","8.0000","36.6333"
"219","1","219","11","11","11","79.0000","8.0000","16.0000","0.0000","28.1425","26.0000","6.0000","22.8035"
"220","1","220","11","11","11","135.0000","9.0000","30.0000","0.0000","40.7185","42.0000","7.0000","32.8329"
"221","1","221","11","11","11","111.0000","9.0000","23.0000","0.0000","36.6060","36.0000","6.0000","29.4618"
"222","1","222","11","11","11","81.0000","7.0000","25.0000","0.0000","36.0278","38.0000","6.0000","24.5357"
"223","1","223","11","11","11","125.0000","9.0000","27.0000","0.0000","39.3700","40.0000","7.0000","31.3369"
"224","1","224","11","11","11","90.0000","8.0000","23.0000","0.0000","34.7275","32.0000","5.0000","26.0384"
"225","1","225","11","11","11","101.0000","8.0000","26.0000","0.0000","37.0135","36.0000","6.0000","27.5318"
"226","1","226","11","11","11","85.0000","9.0000","21.0000","0.0000","35.3836","38.0000","5.0000","26.1534"
"227","1","227","11","11","11","66.0000","9.0000","15.0000","0.0000","29.1204","28.0000","5.0000","21.8632"
"228","1","228","11","11","11","142.0000","9.0000","34.0000","0.0000","44.3396","52.0000","7.0000","34.6699"
"229","1","229","11","11","11","96.0000","9.0000","25.0000","0.0000","36.9324","36.0000","6.0000","27.0555"
"230","1","230","11","11","11","90.0000","8.0000","23.0000","0.0000","35.7211","34.0000","5.0000","26.3439"
"231","1","231","11","11","11","156.0000","9.0000","39.0000","0.0000","46.1952","54.0000","7.0000","36.3593"
"232","1","232","11","11","11","98.0000","9.0000","24.0000","0.0000","37.3898","36.0000","6.0000","27.7128"
"233","1","233","11","11","11","132.0000","9.0000","32.0000","0.0000","41.4246","46.0000","7.0000","32.6497"
"234","1","234","11","11","11","126.0000","9.0000","29.0000","0.0000","41.9762","48.0000","6.0000","32.4037"
"235","1","235","11","11","11","114.0000","9.0000","24.0000","0.0000","36.8239","34.0000","6.0000","29.5973"
"236","1","236","11","11","11","141.0000","9.0000","31.0000","0.0000","43.2435","52.0000","6.0000","34.2929"
"237","1","237","11","11","11","153.0000","9.0000","37.0000","0.0000","45.2106","54.0000","7.0000","35.7771"
"238","1","238","11","11","11","128.0000","9.0000","30.0000","0.0000","41.6173","44.0000","6.0000","32.5883"
"239","1","239","11","11","11","116.0000","9.0000","29.0000","0.0000","39.7492","40.0000","6.0000","30.4959"
"240","1","240","11","11","11","105.0000","9.0000","21.0000","0.0000","33.4066","32.0000","6.0000","27.2397"
"241","1","241","11","11","11","138.0000","9.0000","32.0000","0.0000","43.6119","48.0000","6.0000","34.2929"
"242","1","242","11","11","11","112.0000","9.0000","23.0000","0.0000","36.5240","38.0000","6.0000","29.5296"
"243","1","243","11","11","11","87.0000","9.0000","20.0000","0.0000","33.3167","30.0000","5.0000","25.4951"
"244","1","244","11","11","11","126.0000","9.0000","28.0000","0.0000","40.3485","46.0000","6.0000","32.4037"
"245","1","245","11","11","11","72.0000","9.0000","19.0000","0.0000","30.6594","26.0000","5.0000","21.9545"
"246","1","246","11","11","11","142.0000","9.0000","34.0000","0.0000","44.1588","52.0000","7.0000","34.7851"
"247","1","247","11","11","11","68.0000","8.0000","17.0000","0.0000","29.3598","28.0000","5.0000","20.8327"
"248","1","248","11","11","11","80.0000","8.0000","15.0000","0.0000","27.7489","24.0000","5.0000","22.9347"
"249","1","249","11","11","11","146.0000","9.0000","34.0000","0.0000","43.3590","48.0000","7.0000","34.6410"
"250","1","250","11","11","11","112.0000","9.0000","26.0000","0.0000","38.9872","40.0000","6.0000","30.1330"
"251","1","251","11","11","11","126.0000","9.0000","29.0000","0.0000","40.5956","44.0000","7.0000","31.8434"
"252","1","252","11","11","11","104.0000","9.0000","23.0000","0.0000","35.6931","36.0000","6.0000","27.4226"
"253","1","253","11","11","11","130.0000","9.0000","28.0000","0.0000","39.4968","40.0000","7.0000","31.7175"
"254","1","254","11","11","11","94.0000","8.0000","22.0000","0.0000","34.5254","34.0000","5.0000","26.4575"
"255","1","255","11","11","11","105.0000","9.0000","24.0000","0.0000","36.6606","38.0000","5.0000","28.8791"
"256","1","256","11","11","11","114.0000","9.0000","27.0000","0.0000","39.8497","44.0000","7.0000","30.5614"
"257","1","257","11","11","11","135.0000","9.0000","30.0000","0.0000","41.3521","42.0000","7.0000","32.7109"
"258","1","258","11","11","11","154.0000","9.0000","38.0000","0.0000","45.8694","54.0000","7.0000","36.1109"
"259","1","259","11","11","11","144.0000","9.0000","34.0000","0.0000","44.0681","50.0000","7.0000","34.5832"
"260","1","260","11","11","11","151.0000","9.0000","37.0000","0.0000","45.3431","56.0000","7.0000","35.7211"
"261","1","261","11","11","11","107.0000","9.0000","24.0000","0.0000","35.2136","34.0000","6.0000","27.8209"
"262","1","262","11","11","11","139.0000","9.0000","32.0000","0.0000","42.0476","48.0000","7.0000","33.8526"
"263","1","263","11","11","11","104.0000","9.0000","22.0000","0.0000","35.2420","36.0000","6.0000","28.0357"
"264","1","264","11","11","11","103.0000","9.0000","24.0000","0.0000","36.0278","34.0000","7.0000","28.0357"
"265","1","265","11","11","11","108.0000","8.0000","29.0000","0.0000","40.2989","44.0000","7.0000","29.4279"
"266","1","266","11","11","11","113.0000","9.0000","27.0000","0.0000","39.4208","38.0000","6.0000","30.4302"
"267","1","267","11","11","11","97.0000","8.0000","24.0000","0.0000","35.7771","32.0000","6.0000","27.0185"
"268","1","268","11","11","11","114.0000","9.0000","28.0000","0.0000","39.4462","42.0000","6.0000","30.0000"
"269","1","269","11","11","11","138.0000","9.0000","31.0000","0.0000","41.3038","42.0000","7.0000","33.3467"
"270","1","270","11","11","11","117.0000","9.0000","28.0000","0.0000","40.5956","46.0000","6.0000","30.8221"
"271","1","271","11","11","11","105.0000","9.0000","22.0000","0.0000","35.1852","34.0000","6.0000","27.9643"
"272","1","272","11","11","11","104.0000","9.0000","23.0000","0.0000","37.4433","38.0000","5.0000","29.2233"
"273","1","273","11","11","11","119.0000","9.0000","26.0000","0.0000","39.3192","44.0000","6.0000","31.3369"
"274","1","274","11","11","11","77.0000","9.0000","18.0000","0.0000","30.6268","30.0000","6.0000","23.0651"
"275","1","275","11","11","11","88.0000","9.0000","20.0000","0.0000","32.8938","30.0000","6.0000","25.5734"
"276","1","276","11","11","11","102.0000","9.0000","23.0000","0.0000","36.1109","36.0000","6.0000","27.8568"
"277","1","277","11","11","11","150.0000","9.0000","35.0000","0.0000","42.0951","44.0000","7.0000","34.4384"
"278","1","278","11","11","11","130.0000","9.0000","27.0000","0.0000","38.0000","36.0000","6.0000","31.5278"
"279","1","279","11","11","11","122.0000","9.0000","26.0000","0.0000","39.0384","40.0000","6.0000","31.2410"
"280","1","280","11","11","11","63.0000","8.0000","15.0000","0.0000","26.4575","22.0000","5.0000","20.1494"
"281","1","281","11","11","11","115.0000","9.0000","27.0000","0.0000","40.8167","46.0000","6.0000","31.1769"
"282","1","282","11","11","11","124.0000","9.0000","33.0000","0.0000","42.3792","50.0000","7.0000","31.8748"
"283","1","283","11","11","11","98.0000","9.0000","23.0000","0.0000","35.4119","32.0000","6.0000","27.4955"
"284","1","284","11","11","11","142.0000","9.0000","35.0000","0.0000","43.7950","48.0000","7.0000","34.3802"
"285","1","285","11","11","11","78.0000","8.0000","21.0000","0.0000","32.0936","30.0000","6.0000","23.4094"
"286","1","286","11","11","11","103.0000","9.0000","22.0000","0.0000","35.3270","34.0000","5.0000","28.0000"
"287","1","287","11","11","11","90.0000","9.0000","24.0000","0.0000","36.3593","36.0000","6.0000","26.1534"
"288","1","288","11","11","11","99.0000","9.0000","22.0000","0.0000","34.2053","32.0000","6.0000","26.7208"
"289","1","289","11","11","11","106.0000","9.0000","24.0000","0.0000","36.4692","36.0000","7.0000","28.0713"
"290","1","290","11","11","11","145.0000","9.0000","33.0000","0.0000","42.4971","46.0000","7.0000","33.9411"
"291","1","291","11","11","11","101.0000","8.0000","24.0000","0.0000","35.8608","36.0000","6.0000","27.3496"
"292","1","292","11","11","11","86.0000","9.0000","20.0000","0.0000","33.0454","32.0000","5.0000","24.6982"
"293","1","293","11","11","11","132.0000","9.0000","29.0000","0.0000","41.7612","46.0000","6.0000","33.1361"
"294","1","294","11","11","11","150.0000","9.0000","37.0000","0.0000","45.1885","52.0000","7.0000","35.5528"
"295","1","295","11","11","11","102.0000","9.0000","23.0000","0.0000","37.7094","42.0000","5.0000","28.4605"
"296","1","296","11","11","11","70.0000","8.0000","18.0000","0.0000","29.8329","28.0000","6.0000","21.1187"
"297","1","297","11","11","11","92.0000","9.0000","19.0000","0.0000","32.8329","32.0000","5.0000","25.6515"
"298","1","298","11","11","11","157.0000","9.0000","39.0000","0.0000","45.4093","54.0000","7.0000","36.1663"
"299","1","299","11","11","11","136.0000","9.0000","30.0000","0.0000","40.6448","42.0000","6.0000","33.0151"
"300","1","300","11","11","11","86.0000","9.0000","21.0000","0.0000","32.4962","32.0000","7.0000","23.7487"
"301","1","301","11","11","11","105.0000","9.0000","21.0000","0.0000","33.4664","30.0000","5.0000","27.1662"
"302","1","302","11","11","11","107.0000","9.0000","24.0000","0.0000","35.5246","34.0000","7.0000","28.0357"
"303","1","303","11","11","11","136.0000","9.0000","31.0000","0.0000","42.5676","48.0000","6.0000","33.4664"
"304","1","304","11","11","11","98.0000","9.0000","23.0000","0.0000","36.4966","30.0000","4.0000","28.4253"
"305","1","305","11","11","11","134.0000","9.0000","32.0000","0.0000","43.9545","52.0000","6.0000","34.1760"
"306","1","306","11","11","11","120.0000","9.0000","26.0000","0.0000","39.4715","44.0000","5.0000","31.4006"
"307","1","307","11","11","11","100.0000","9.0000","19.0000","0.0000","31.1448","30.0000","6.0000","26.1534"
"308","1","308","11","11","11","62.0000","7.0000","15.0000","0.0000","27.3496","24.0000","4.0000","20.0998"
"309","1","309","11","11","11","111.0000","9.0000","21.0000","0.0000","35.0428","36.0000","5.0000","29.3258"
"310","1","310","11","11","11","122.0000","9.0000","27.0000","0.0000","39.1408","42.0000","6.0000","31.2410"
"311","1","311","11","11","11","94.0000","9.0000","26.0000","0.0000","37.7359","40.0000","6.0000","27.5681"
"312","1","312","11","11","11","112.0000","9.0000","23.0000","0.0000","36.1386","34.0000","5.0000","29.4958"
"313","1","313","11","11","11","95.0000","9.0000","20.0000","0.0000","32.9545","30.0000","6.0000","26.1151"
"314","1","314","11","11","11","109.0000","9.0000","23.0000","0.0000","36.2767","34.0000","6.0000","28.9482"
"315","1","315","11","11","11","120.0000","9.0000","29.0000","0.0000","40.3485","40.0000","7.0000","31.3369"
"316","1","316","11","11","11","127.0000","9.0000","35.0000","0.0000","43.0581","50.0000","7.0000","32.3110"
"317","1","317","11","11","11","129.0000","9.0000","31.0000","0.0000","42.4500","48.0000","7.0000","32.8634"
"318","1","318","11","11","11","66.0000","9.0000","14.0000","0.0000","25.0200","22.0000","5.0000","19.2354"
"319","1","319","11","11","11","122.0000","9.0000","26.0000","0.0000","37.7359","34.0000","6.0000","30.6920"
"320","1","320","11","11","11","130.0000","9.0000","30.0000","0.0000","41.7852","40.0000","6.0000","32.9848"
"321","1","321","11","11","11","139.0000","9.0000","33.0000","0.0000","42.9651","44.0000","7.0000","34.0000"
"322","1","322","11","11","11","84.0000","9.0000","19.0000","0.0000","31.3688","28.0000","6.0000","23.8328"
"323","1","323","11","11","11","108.0000","9.0000","20.0000","0.0000","32.8329","30.0000","5.0000","27.6405"
"324","1","324","11","11","11","116.0000","9.0000","31.0000","0.0000","41.0853","42.0000","6.0000","30.9192"
"325","1","325","11","11","11","95.0000","9.0000","21.0000","0.0000","34.3220","34.0000","6.0000","26.5330"
"326","1","326","11","11","11","126.0000","9.0000","35.0000","0.0000","43.0581","50.0000","7.0000","32.2800"
"327","1","327","11","11","11","132.0000","9.0000","31.0000","0.0000","42.0000","44.0000","7.0000","32.8329"
"328","1","328","11","11","11","130.0000","9.0000","28.0000","0.0000","38.9102","40.0000","7.0000","31.7175"
"329","1","329","11","11","11","133.0000","9.0000","31.0000","0.0000","41.3280","42.0000","7.0000","32.9848"
"330","1","330","11","11","11","96.0000","9.0000","22.0000","0.0000","35.3836","38.0000","6.0000","26.9444"
"331","1","331","11","11","11","75.0000","9.0000","18.0000","0.0000","31.9061","26.0000","5.0000","23.9165"
"332","1","332","11","11","11","160.0000","9.0000","41.0000","0.0000","46.4327","56.0000","8.0000","36.6333"
"333","1","333","11","11","11","112.0000","9.0000","28.0000","0.0000","39.3954","40.0000","7.0000","29.4279"
"334","1","334","11","11","11","132.0000","9.0000","30.0000","0.0000","42.2374","48.0000","7.0000","32.8938"
"335","1","335","11","11","11","111.0000","9.0000","27.0000","0.0000","39.6485","42.0000","5.0000","30.0998"
"336","1","336","11","11","11","52.0000","7.0000","12.0000","0.0000","24.6982","18.0000","3.0000","18.8680"
"337","1","337","11","11","11","62.0000","8.0000","16.0000","0.0000","28.9828","26.0000","5.0000","20.7846"
"338","1","338","11","11","11","86.0000","9.0000","17.0000","0.0000","28.5657","26.0000","6.0000","23.2379"
"339","1","339","11","11","11","134.0000","9.0000","30.0000","0.0000","42.7083","48.0000","7.0000","33.5857"
"340","1","340","11","11","11","63.0000","8.0000","15.0000","0.0000","27.2397","24.0000","5.0000","19.7484"
"341","1","341","11","11","11","106.0000","9.0000","21.0000","0.0000","32.0312","30.0000","7.0000","26.2298"
"342","1","342","11","11","11","59.0000","8.0000","14.0000","0.0000","26.6833","24.0000","5.0000","19.6977"
"343","1","343","11","11","11","101.0000","8.0000","28.0000","0.0000","39.1918","42.0000","6.0000","28.3196"
"344","1","344","11","11","11","112.0000","9.0000","26.0000","0.0000","38.3406","36.0000","5.0000","30.2655"
"345","1","345","11","11","11","104.0000","9.0000","22.0000","0.0000","34.8712","34.0000","6.0000","27.6043"
"346","1","346","11","11","11","55.0000","7.0000","9.0000","0.0000","22.0000","14.0000","3.0000","19.1311"
"347","1","347","11","11","11","81.0000","8.0000","16.0000","0.0000","28.4956","26.0000","5.0000","22.9347"
"348","1","348","11","11","11","63.0000","8.0000","15.0000","0.0000","26.7955","28.0000","6.0000","18.2209"
"349","1","349","11","11","11","103.0000","9.0000","23.0000","0.0000","35.7491","36.0000","6.0000","27.7849"
"350","1","350","11","11","11","93.0000","9.0000","18.0000","0.0000","31.3688","26.0000","5.0000","25.6125"
"351","1","351","11","11","11","99.0000","9.0000","21.0000","0.0000","35.2987","38.0000","5.0000","27.3861"
"352","1","352","11","11","11","117.0000","9.0000","28.0000","0.0000","39.5727","40.0000","7.0000","30.2324"
"353","1","353","11","11","11","110.0000","9.0000","26.0000","0.0000","38.4187","40.0000","6.0000","29.5973"
"354","1","354","11","11","11","142.0000","9.0000","35.0000","0.0000","44.4297","50.0000","7.0000","34.6121"
"355","1","355","11","11","11","106.0000","9.0000","26.0000","0.0000","38.1051","40.0000","6.0000","29.0517"
"356","1","356","11","11","11","116.0000","9.0000","26.0000","0.0000","38.0000","40.0000","5.0000","30.2324"
"357","1","357","11","11","11","106.0000","9.0000","25.0000","0.0000","37.9737","38.0000","6.0000","29.0517"
"358","1","358","11","11","11","97.0000","9.0000","22.0000","0.0000","36.1109","38.0000","6.0000","27.8568"
"359","1","359","11","11","11","96.0000","9.0000","19.0000","0.0000","31.6544","28.0000","6.0000","26.2298"
"360","1","360","11","11","11","148.0000","9.0000","34.0000","0.0000","42.9651","46.0000","7.0000","34.5543"
"361","1","361","11","11","11","95.0000","9.0000","19.0000","0.0000","31.6860","30.0000","6.0000","25.3377"
"362","1","362","11","11","11","79.0000","9.0000","16.0000","0.0000","27.5318","26.0000","5.0000","21.3073"
"363","1","363","11","11","11","123.0000","9.0000","28.0000","0.0000","39.1663","42.0000","7.0000","30.6268"
"364","1","364","11","11","11","70.0000","9.0000","15.0000","0.0000","29.2233","26.0000","4.0000","22.8910"
"365","1","365","11","11","11","125.0000","9.0000","31.0000","0.0000","41.4970","42.0000","6.0000","32.0312"
"366","1","366","11","11","11","82.0000","8.0000","22.0000","0.0000","36.1386","38.0000","4.0000","25.9230"
"367","1","367","11","11","11","81.0000","9.0000","17.0000","0.0000","30.2985","24.0000","4.0000","24.0000"
"368","1","368","11","11","11","108.0000","9.0000","26.0000","0.0000","38.2099","40.0000","6.0000","29.0172"
"369","1","369","11","11","11","85.0000","8.0000","21.0000","0.0000","34.5254","34.0000","5.0000","25.3772"
"370","1","370","11","11","11","127.0000","9.0000","30.0000","0.0000","41.4005","44.0000","7.0000","32.3110"
"371","1","371","11","11","11","103.0000","9.0000","23.0000","0.0000","35.0428","32.0000","6.0000","27.8209"
"372","1","372","11","11","11","124.0000","9.0000","29.0000","0.0000","41.4488","42.0000","6.0000","32.1559"
"373","1","373","11","11","11","94.0000","8.0000","26.0000","0.0000","38.5227","40.0000","6.0000","27.7128"
"374","1","374","11","11","11","97.0000","9.0000","21.0000","0.0000","34.2929","34.0000","6.0000","26.6083"
"375","1","375","11","11","11","91.0000","8.0000","17.0000","0.0000","28.6705","24.0000","5.0000","24.4131"
"376","1","376","11","11","11","139.0000","9.0000","32.0000","0.0000","43.1741","52.0000","7.0000","34.2637"
"377","1","377","11","11","11","61.0000","9.0000","16.0000","0.0000","26.8328","24.0000","6.0000","19.4422"
"378","1","378","11","11","11","130.0000","9.0000","30.0000","0.0000","41.9047","44.0000","6.0000","32.8634"
"379","1","379","11","11","11","44.0000","7.0000","9.0000","0.0000","20.3470","18.0000","4.0000","15.7480"
"380","1","380","11","11","11","137.0000","9.0000","30.0000","0.0000","40.3980","42.0000","7.0000","32.9242"
"381","1","381","11","11","11","83.0000","9.0000","22.0000","0.0000","32.8938","32.0000","6.0000","24.0416"
"382","1","382","11","11","11","114.0000","9.0000","23.0000","0.0000","36.0555","36.0000","6.0000","29.2916"
"383","1","383","11","11","11","76.0000","8.0000","22.0000","0.0000","34.4384","34.0000","6.0000","23.7065"
"384","1","384","11","11","11","137.0000","9.0000","31.0000","0.0000","41.7612","46.0000","6.0000","33.6749"
"385","1","385","11","11","11","94.0000","9.0000","21.0000","0.0000","33.1361","32.0000","7.0000","25.4558"
"386","1","386","11","11","11","107.0000","9.0000","25.0000","0.0000","38.0000","34.0000","5.0000","29.4958"
"387","1","387","11","11","11","92.0000","9.0000","18.0000","0.0000","30.9839","24.0000","5.0000","26.0000"
"388","1","388","11","11","11","150.0000","9.0000","36.0000","0.0000","44.9444","52.0000","7.0000","35.4965"
"389","1","389","11","11","11","110.0000","9.0000","23.0000","0.0000","36.2215","38.0000","6.0000","29.1548"
"390","1","390","11","11","11","120.0000","9.0000","26.0000","0.0000","37.3898","36.0000","6.0000","30.3645"
"391","1","391","11","11","11","130.0000","9.0000","33.0000","0.0000","43.1277","52.0000","7.0000","32.9242"
"392","1","392","11","11","11","139.0000","9.0000","31.0000","0.0000","42.4028","48.0000","7.0000","33.8526"
"393","1","393","11","11","11","148.0000","9.0000","34.0000","0.0000","43.5431","50.0000","7.0000","34.8999"
"394","1","394","11","11","11","61.0000","8.0000","15.0000","0.0000","27.8209","24.0000","5.0000","20.5426"
"395","1","395","11","11","11","119.0000","8.0000","35.0000","0.0000","39.4208","40.0000","7.0000","29.9333"
"396","1","396","11","11","11","65.0000","8.0000","16.0000","0.0000","29.0172","24.0000","5.0000","20.9762"
"397","1","397","11","11","11","122.0000","9.0000","30.0000","0.0000","41.8569","44.0000","6.0000","32.1559"
"398","1","398","11","11","11","105.0000","9.0000","21.0000","0.0000","35.6651","36.0000","5.0000","28.8097"
"399","1","399","11","11","11","137.0000","9.0000","32.0000","0.0000","41.2553","42.0000","7.0000","33.1964"
"400","1","400","11","11","11","87.0000","9.0000","20.0000","0.0000","33.4664","28.0000","5.0000","25.8457"
"401","1","401","11","11","11","114.0000","9.0000","24.0000","0.0000","36.9594","36.0000","6.0000","29.6985"
"402","1","402","11","11","11","88.0000","8.0000","26.0000","0.0000","37.3631","40.0000","6.0000","26.1916"
"403","1","403","11","11","11","112.0000","9.0000","28.0000","0.0000","40.2492","44.0000","7.0000","30.1993"
"404","1","404","11","11","11","99.0000","9.0000","23.0000","0.0000","37.8418","42.0000","5.0000","28.4605"
"405","1","405","11","11","11","119.0000","9.0000","27.0000","0.0000","38.5487","36.0000","6.0000","30.7246"
"406","1","406","11","11","11","108.0000","9.0000","24.0000","0.0000","37.3363","40.0000","6.0000","29.0172"
"407","1","407","11","11","11","81.0000","8.0000","15.0000","0.0000","29.2916","28.0000","3.0000","24.3721"
"408","1","408","11","11","11","118.0000","9.0000","27.0000","0.0000","39.8999","44.0000","6.0000","31.1127"
"409","1","409","11","11","11","139.0000","9.0000","35.0000","0.0000","44.0681","48.0000","7.0000","34.2345"
"410","1","410","11","11","11","106.0000","9.0000","22.0000","0.0000","35.0999","34.0000","5.0000","28.3196"
"411","1","411","11","11","11","96.0000","9.0000","23.0000","0.0000","36.1109","38.0000","6.0000","27.2397"
"412","1","412","11","11","11","86.0000","9.0000","19.0000","0.0000","32.4962","34.0000","5.0000","24.8998"
"413","1","413","11","11","11","152.0000","9.0000","38.0000","0.0000","45.7165","56.0000","7.0000","35.8887"
"414","1","414","11","11","11","71.0000","8.0000","18.0000","0.0000","28.8097","28.0000","6.0000","19.6977"
"415","1","415","11","11","11","101.0000","9.0000","22.0000","0.0000","35.6931","38.0000","6.0000","27.6405"
"416","1","416","11","11","11","83.0000","8.0000","18.0000","0.0000","30.7571","26.0000","5.0000","23.9165"
"417","1","417","11","11","11","138.0000","9.0000","31.0000","0.0000","41.6413","46.0000","6.0000","33.6749"
"418","1","418","11","11","11","95.0000","9.0000","24.0000","0.0000","36.1386","38.0000","7.0000","26.0768"
"419","1","419","11","11","11","86.0000","9.0000","18.0000","0.0000","30.1993","26.0000","5.0000","23.2809"
"420","1","420","11","11","11","87.0000","8.0000","18.0000","0.0000","30.7896","26.0000","5.0000","25.0599"
"421","1","421","11","11","11","124.0000","9.0000","31.0000","0.0000","41.3521","42.0000","6.0000","32.0936"
"422","1","422","11","11","11","118.0000","9.0000","26.0000","0.0000","38.7298","42.0000","6.0000","30.5941"
"423","1","423","11","11","11","118.0000","9.0000","27.0000","0.0000","39.4208","40.0000","6.0000","30.8545"
"424","1","424","11","11","11","81.0000","9.0000","18.0000","0.0000","31.5278","28.0000","5.0000","24.6171"
"425","1","425","11","11","11","115.0000","9.0000","24.0000","0.0000","35.5528","30.0000","6.0000","29.2233"
"426","1","426","11","11","11","85.0000","9.0000","20.0000","0.0000","32.6190","28.0000","5.0000","24.6577"
"427","1","427","11","11","11","111.0000","9.0000","24.0000","0.0000","37.2022","40.0000","6.0000","29.1890"
"428","1","428","11","11","11","103.0000","9.0000","21.0000","0.0000","33.4365","34.0000","6.0000","27.2029"
"429","1","429","11","11","11","89.0000","9.0000","21.0000","0.0000","33.9411","30.0000","5.0000","25.9230"
"430","1","430","11","11","11","79.0000","9.0000","19.0000","0.0000","32.2800","34.0000","5.0000","23.7487"
"431","1","431","11","11","11","161.0000","9.0000","42.0000","0.0000","46.8188","58.0000","8.0000","36.9324"
"432","1","432","11","11","11","115.0000","9.0000","22.0000","0.0000","34.0588","34.0000","6.0000","28.9482"
"433","1","433","11","11","11","111.0000","9.0000","26.0000","0.0000","37.6563","36.0000","7.0000","29.2233"
"434","1","434","11","11","11","116.0000","9.0000","30.0000","0.0000","39.2938","38.0000","6.0000","30.3974"
"435","1","435","11","11","11","66.0000","8.0000","19.0000","0.0000","30.6268","30.0000","5.0000","20.9284"
"436","1","436","11","11","11","133.0000","9.0000","31.0000","0.0000","42.0238","46.0000","7.0000","33.0757"
"437","1","437","11","11","11","122.0000","9.0000","30.0000","0.0000","41.9524","46.0000","6.0000","32.1870"
"438","1","438","11","11","11","90.0000","9.0000","18.0000","0.0000","31.4643","30.0000","6.0000","25.0599"
"439","1","439","11","11","11","92.0000","9.0000","18.0000","0.0000","30.8221","32.0000","6.0000","25.1396"
"440","1","440","11","11","11","111.0000","9.0000","27.0000","0.0000","39.4715","44.0000","7.0000","29.5973"
"441","1","441","11","11","11","71.0000","9.0000","16.0000","0.0000","30.0000","26.0000","4.0000","23.1517"
"442","1","442","11","11","11","80.0000","9.0000","21.0000","0.0000","34.5543","32.0000","6.0000","25.2982"
"443","1","443","11","11","11","146.0000","9.0000","37.0000","0.0000","44.1588","50.0000","8.0000","34.7563"
"444","1","444","11","11","11","135.0000","9.0000","28.0000","0.0000","37.3631","36.0000","7.0000","31.4643"
"445","1","445","11","11","11","69.0000","7.0000","23.0000","0.0000","34.2637","34.0000","6.0000","22.7596"
"446","1","446","11","11","11","116.0000","9.0000","26.0000","0.0000","38.4968","36.0000","7.0000","30.0333"
"447","1","447","11","11","11","89.0000","9.0000","22.0000","0.0000","34.5832","34.0000","6.0000","25.6515"
"448","1","448","11","11","11","111.0000","9.0000","27.0000","0.0000","39.1152","38.0000","6.0000","30.0333"
"449","1","449","11","11","11","132.0000","9.0000","29.0000","0.0000","40.7185","40.0000","6.0000","32.8634"
