"No","RefTree","Tree","RefTree_taxa","Tree_taxa","Common_taxa","Triples","RFCluster(0.5)","MatchingPair","NodalSplitted","MatchingCluster","MAST","CopheneticL2Metric","Quartet","PathDiffernce","RF(0.5)","MatchingSplit","UMAST"
"735","1","735","71","61","61","23273.0000","59.0000","1339.0000","360.3554","624.0000","48.0000","201.2710","343897.0000","393.5683","58.0000","603.0000","46.0000"
"736","1","736","71","61","61","24018.0000","59.0000","1335.0000","369.4130","646.0000","50.0000","203.1896","351125.0000","401.7487","58.0000","619.0000","48.0000"
"737","1","737","71","61","61","24305.0000","59.0000","1349.0000","393.4387","636.0000","48.0000","207.6776","350978.0000","412.1626","58.0000","610.0000","48.0000"
"738","1","738","71","61","61","24196.0000","59.0000","1375.0000","393.4031","662.0000","51.0000","209.0454","353557.0000","410.1975","58.0000","648.0000","49.0000"
"739","1","739","71","61","61","23720.0000","59.0000","1342.0000","359.7305","600.0000","48.0000","202.9236","336587.0000","383.4319","58.0000","576.0000","47.0000"
"740","1","740","71","61","61","23581.0000","59.0000","1312.0000","387.4661","642.0000","48.0000","204.1568","343479.0000","412.4682","58.0000","624.0000","47.0000"
"741","1","741","71","61","61","23202.0000","59.0000","1270.0000","370.5051","624.0000","49.0000","205.5772","343350.0000","393.1615","58.0000","590.0000","47.0000"
"742","1","742","71","61","61","23417.0000","59.0000","1355.0000","383.2910","624.0000","50.0000","204.1764","340716.0000","404.5763","58.0000","598.0000","47.0000"
"743","1","743","71","61","61","24497.0000","59.0000","1351.0000","378.1587","650.0000","50.0000","208.4658","355805.0000","400.6270","58.0000","634.0000","49.0000"
"744","1","744","71","61","61","23631.0000","59.0000","1297.0000","372.8512","642.0000","48.0000","203.3617","348234.0000","404.3241","58.0000","618.0000","48.0000"
"745","1","745","71","61","61","24664.0000","59.0000","1369.0000","396.4366","658.0000","51.0000","208.7822","350632.0000","411.8665","58.0000","631.0000","49.0000"
"746","1","746","71","61","61","25202.0000","59.0000","1344.0000","377.1048","640.0000","51.0000","206.6253","343673.0000","397.9598","58.0000","599.0000","48.0000"
"747","1","747","71","61","61","22832.0000","59.0000","1324.0000","356.3510","622.0000","48.0000","203.5338","345224.0000","388.8213","58.0000","604.0000","47.0000"
"748","1","748","71","61","61","23152.0000","59.0000","1342.0000","388.0309","630.0000","49.0000","202.9236","341653.0000","409.1308","58.0000","611.0000","47.0000"
"749","1","749","71","61","61","23215.0000","59.0000","1339.0000","382.0628","656.0000","50.0000","204.1813","351790.0000","408.2254","58.0000","637.0000","48.0000"
"750","1","750","71","61","61","22701.0000","58.0000","1276.0000","369.6350","646.0000","48.0000","200.9677","350152.0000","400.3873","58.0000","619.0000","47.0000"
"751","1","751","71","61","61","24071.0000","59.0000","1356.0000","386.5126","616.0000","49.0000","203.7940","341476.0000","404.3167","58.0000","590.0000","47.0000"
"752","1","752","71","61","61","24586.0000","59.0000","1367.0000","395.9621","652.0000","49.0000","208.0192","347725.0000","407.3230","58.0000","625.0000","48.0000"
"753","1","753","71","61","61","24737.0000","59.0000","1350.0000","409.7487","650.0000","51.0000","208.4370","338514.0000","416.6389","58.0000","624.0000","48.0000"
"754","1","754","71","61","61","23981.0000","59.0000","1328.0000","379.7657","626.0000","49.0000","205.4702","342147.0000","394.9759","58.0000","589.0000","47.0000"
"755","1","755","71","61","61","24734.0000","59.0000","1354.0000","382.3219","666.0000","50.0000","210.3568","357253.0000","401.5445","58.0000","639.0000","49.0000"
"756","1","756","71","61","61","24875.0000","59.0000","1351.0000","361.6131","640.0000","49.0000","203.1157","353933.0000","396.3433","58.0000","617.0000","48.0000"
"757","1","757","71","61","61","24124.0000","59.0000","1386.0000","407.0184","654.0000","51.0000","210.2189","349077.0000","413.9010","58.0000","630.0000","50.0000"
"758","1","758","71","61","61","24268.0000","59.0000","1356.0000","364.6231","636.0000","49.0000","205.9029","346992.0000","392.8384","58.0000","618.0000","48.0000"
"759","1","759","71","61","61","24646.0000","59.0000","1355.0000","395.3555","656.0000","49.0000","209.6521","351690.0000","412.1335","58.0000","638.0000","47.0000"
"760","1","760","71","61","61","23810.0000","59.0000","1331.0000","379.5655","638.0000","49.0000","206.7801","346602.0000","400.7767","58.0000","601.0000","47.0000"
"761","1","761","71","61","61","24135.0000","59.0000","1343.0000","378.7823","650.0000","50.0000","204.2841","350820.0000","406.3668","58.0000","628.0000","48.0000"
"762","1","762","71","61","61","23274.0000","59.0000","1318.0000","388.6953","620.0000","49.0000","205.0073","340573.0000","400.6145","58.0000","585.0000","48.0000"
"763","1","763","71","61","61","23723.0000","59.0000","1344.0000","365.0479","632.0000","49.0000","203.3716","348128.0000","394.9506","58.0000","619.0000","48.0000"
"764","1","764","71","61","61","24389.0000","58.0000","1339.0000","376.2818","656.0000","49.0000","205.7474","356683.0000","407.2665","57.0000","631.0000","48.0000"
"765","1","765","71","61","61","23259.0000","59.0000","1230.0000","377.8995","616.0000","50.0000","204.9049","341870.0000","397.9296","58.0000","588.0000","48.0000"
"766","1","766","71","61","61","22626.0000","59.0000","1285.0000","370.8989","652.0000","49.0000","204.0147","349672.0000","399.6273","58.0000","625.0000","49.0000"
"767","1","767","71","61","61","23646.0000","58.0000","1297.0000","374.9453","622.0000","49.0000","203.1108","344026.0000","402.3630","57.0000","607.0000","48.0000"
"768","1","768","71","61","61","24420.0000","59.0000","1356.0000","392.2754","622.0000","50.0000","204.9341","346541.0000","409.7316","58.0000","601.0000","48.0000"
"769","1","769","71","61","61","24263.0000","59.0000","1371.0000","387.5513","662.0000","50.0000","206.4413","353728.0000","411.6503","58.0000","639.0000","49.0000"
"770","1","770","71","61","61","24794.0000","59.0000","1364.0000","395.9268","656.0000","51.0000","206.0874","346836.0000","413.9179","58.0000","626.0000","49.0000"
"771","1","771","71","61","61","22880.0000","59.0000","1347.0000","390.5867","640.0000","50.0000","202.6327","338293.0000","408.7371","58.0000","631.0000","48.0000"
"772","1","772","71","61","61","24743.0000","59.0000","1321.0000","366.6797","630.0000","49.0000","204.8219","342164.0000","393.9772","58.0000","593.0000","47.0000"
"773","1","773","71","61","61","24152.0000","59.0000","1361.0000","385.5282","656.0000","49.0000","208.1298","356675.0000","405.9532","58.0000","637.0000","49.0000"
"774","1","774","71","61","61","22284.0000","59.0000","1291.0000","369.1720","596.0000","48.0000","200.7337","334087.0000","391.7014","58.0000","570.0000","46.0000"
"775","1","775","71","61","61","24420.0000","59.0000","1345.0000","376.5342","644.0000","50.0000","205.9515","355691.0000","405.6600","58.0000","627.0000","47.0000"
"776","1","776","71","61","61","23452.0000","59.0000","1317.0000","370.6778","634.0000","49.0000","206.2135","347298.0000","391.7295","58.0000","603.0000","48.0000"
"777","1","777","71","61","61","23463.0000","59.0000","1340.0000","382.7114","618.0000","50.0000","204.4700","341605.0000","402.1592","58.0000","604.0000","48.0000"
"778","1","778","71","61","61","24674.0000","59.0000","1357.0000","371.8548","644.0000","50.0000","203.2634","354833.0000","405.9680","58.0000","626.0000","48.0000"
"779","1","779","71","61","61","24188.0000","59.0000","1367.0000","369.4970","630.0000","50.0000","206.1213","344522.0000","388.8059","58.0000","602.0000","48.0000"
"780","1","780","71","61","61","23656.0000","59.0000","1317.0000","389.0758","646.0000","48.0000","206.5188","346220.0000","409.0843","58.0000","624.0000","46.0000"
"781","1","781","71","61","61","23741.0000","59.0000","1357.0000","387.5435","624.0000","48.0000","203.4945","340303.0000","404.8753","58.0000","607.0000","47.0000"
"782","1","782","71","61","61","23745.0000","59.0000","1369.0000","399.9275","662.0000","50.0000","208.0337","342001.0000","411.6552","58.0000","631.0000","48.0000"
"783","1","783","71","61","61","24269.0000","59.0000","1356.0000","396.7140","662.0000","48.0000","209.2463","351921.0000","413.1682","58.0000","640.0000","47.0000"
"784","1","784","71","61","61","24173.0000","59.0000","1373.0000","392.4309","652.0000","50.0000","210.9502","349087.0000","404.4082","58.0000","620.0000","46.0000"
"785","1","785","71","61","61","24606.0000","58.0000","1348.0000","372.6151","640.0000","48.0000","205.4702","348424.0000","398.3993","57.0000","610.0000","48.0000"
"786","1","786","71","61","61","24652.0000","59.0000","1331.0000","387.6287","674.0000","49.0000","209.1507","355696.0000","409.2994","58.0000","637.0000","49.0000"
"787","1","787","71","61","61","24028.0000","59.0000","1329.0000","387.8763","660.0000","48.0000","209.3896","352766.0000","407.7107","58.0000","632.0000","48.0000"
"788","1","788","71","61","61","24587.0000","59.0000","1371.0000","384.4945","660.0000","51.0000","208.8684","351586.0000","404.8531","58.0000","638.0000","47.0000"
"789","1","789","71","61","61","24039.0000","59.0000","1360.0000","391.0192","654.0000","51.0000","208.0337","350145.0000","409.1308","58.0000","633.0000","49.0000"
"790","1","790","71","61","61","24842.0000","59.0000","1348.0000","361.6960","638.0000","49.0000","203.6320","347158.0000","395.6665","58.0000","617.0000","49.0000"
"791","1","791","71","61","61","23574.0000","59.0000","1339.0000","368.9038","630.0000","49.0000","203.4109","348554.0000","397.5752","58.0000","617.0000","48.0000"
"792","1","792","71","61","61","24995.0000","59.0000","1368.0000","391.6989","666.0000","50.0000","211.9009","357387.0000","407.9093","58.0000","645.0000","49.0000"
"793","1","793","71","61","61","23317.0000","59.0000","1352.0000","360.5024","624.0000","49.0000","201.3852","346568.0000","396.1010","58.0000","604.0000","47.0000"
"794","1","794","71","61","61","24423.0000","59.0000","1356.0000","399.3319","676.0000","50.0000","210.6656","356770.0000","412.3736","58.0000","647.0000","49.0000"
"795","1","795","71","61","61","24829.0000","59.0000","1371.0000","370.0486","624.0000","50.0000","204.3282","347406.0000","397.0466","58.0000","602.0000","48.0000"
"796","1","796","71","61","61","23698.0000","59.0000","1360.0000","376.8103","652.0000","50.0000","204.8707","350912.0000","401.9925","58.0000","628.0000","49.0000"
"797","1","797","71","61","61","24162.0000","59.0000","1360.0000","372.0887","638.0000","48.0000","205.9417","353708.0000","397.8316","58.0000","617.0000","46.0000"
"798","1","798","71","61","61","24001.0000","59.0000","1299.0000","354.1977","588.0000","49.0000","200.2598","321699.0000","380.0000","58.0000","563.0000","46.0000"
"799","1","799","71","61","61","24350.0000","59.0000","1359.0000","386.3444","638.0000","49.0000","208.5282","346707.0000","401.4150","58.0000","619.0000","47.0000"
"800","1","800","71","61","61","24924.0000","59.0000","1352.0000","390.2973","646.0000","49.0000","208.9019","349755.0000","405.4800","58.0000","624.0000","48.0000"
"801","1","801","71","61","61","24989.0000","59.0000","1361.0000","391.8520","660.0000","49.0000","209.8952","354664.0000","409.3727","58.0000","629.0000","46.0000"
"802","1","802","71","61","61","23885.0000","59.0000","1370.0000","391.0499","658.0000","50.0000","206.8719","354316.0000","413.1077","58.0000","645.0000","49.0000"
"803","1","803","71","61","61","23616.0000","59.0000","1280.0000","380.9226","652.0000","48.0000","206.4994","355520.0000","404.4651","58.0000","622.0000","47.0000"
"804","1","804","71","61","61","21412.0000","59.0000","1233.0000","358.5108","578.0000","47.0000","196.7994","326043.0000","386.3470","58.0000","550.0000","46.0000"
"805","1","805","71","61","61","22936.0000","59.0000","1324.0000","368.8956","604.0000","49.0000","199.7849","335429.0000","387.5410","58.0000","570.0000","47.0000"
"806","1","806","71","61","61","22150.0000","59.0000","1281.0000","365.1685","636.0000","49.0000","201.1318","348730.0000","398.7656","58.0000","618.0000","49.0000"
"807","1","807","71","61","61","24275.0000","59.0000","1306.0000","358.4466","640.0000","49.0000","203.9755","352919.0000","395.8434","58.0000","621.0000","48.0000"
"808","1","808","71","61","61","24864.0000","58.0000","1359.0000","387.3035","654.0000","50.0000","209.1793","353036.0000","407.7058","57.0000","627.0000","48.0000"
"809","1","809","71","61","61","24139.0000","59.0000","1351.0000","373.4033","648.0000","50.0000","205.5967","354318.0000","402.7729","58.0000","626.0000","49.0000"
"810","1","810","71","61","61","24708.0000","58.0000","1342.0000","371.7203","622.0000","49.0000","201.7672","342461.0000","396.8425","56.0000","590.0000","47.0000"
"811","1","811","71","61","61","23625.0000","58.0000","1304.0000","385.8575","644.0000","48.0000","205.2267","346877.0000","407.6224","58.0000","625.0000","48.0000"
"812","1","812","71","61","61","23958.0000","59.0000","1362.0000","374.8360","668.0000","51.0000","208.2450","355477.0000","399.0338","58.0000","633.0000","49.0000"
"813","1","813","71","61","61","23431.0000","59.0000","1381.0000","391.3234","644.0000","49.0000","206.9009","352570.0000","407.1830","58.0000","635.0000","47.0000"
"814","1","814","71","61","61","24588.0000","59.0000","1356.0000","373.3256","656.0000","50.0000","205.6988","353541.0000","404.2376","58.0000","634.0000","49.0000"
"815","1","815","71","61","61","23917.0000","59.0000","1352.0000","368.4128","624.0000","50.0000","203.4994","349480.0000","391.0550","58.0000","599.0000","48.0000"
"816","1","816","71","61","61","24519.0000","58.0000","1331.0000","378.2962","630.0000","50.0000","205.5432","350758.0000","400.7343","57.0000","599.0000","46.0000"
"817","1","817","71","61","61","24710.0000","59.0000","1369.0000","408.4385","670.0000","51.0000","209.6616","350320.0000","423.3863","58.0000","638.0000","50.0000"
"818","1","818","71","61","61","24443.0000","58.0000","1342.0000","387.3913","634.0000","50.0000","207.0700","336158.0000","401.8880","57.0000","601.0000","48.0000"
"819","1","819","71","61","61","24356.0000","59.0000","1350.0000","415.4901","670.0000","51.0000","210.8601","350608.0000","424.2075","58.0000","642.0000","49.0000"
"820","1","820","71","61","61","24757.0000","58.0000","1356.0000","383.9844","658.0000","49.0000","208.9115","354520.0000","402.5494","57.0000","636.0000","48.0000"
"821","1","821","71","61","61","23916.0000","59.0000","1307.0000","385.7486","626.0000","49.0000","204.6705","347677.0000","404.9444","58.0000","600.0000","48.0000"
"822","1","822","71","61","61","24313.0000","59.0000","1370.0000","391.2237","650.0000","49.0000","209.6282","351095.0000","408.1225","58.0000","623.0000","48.0000"
"823","1","823","71","61","61","24502.0000","58.0000","1354.0000","353.1827","646.0000","49.0000","204.6118","352684.0000","391.9668","57.0000","617.0000","48.0000"
"824","1","824","71","61","61","24906.0000","59.0000","1364.0000","395.0595","662.0000","50.0000","208.6768","352760.0000","413.9879","58.0000","638.0000","50.0000"
"825","1","825","71","61","61","24797.0000","58.0000","1317.0000","364.9767","636.0000","48.0000","206.4558","345519.0000","393.6826","57.0000","607.0000","47.0000"
"826","1","826","71","61","61","24506.0000","59.0000","1349.0000","362.7947","638.0000","51.0000","205.5335","350711.0000","387.2467","58.0000","611.0000","49.0000"
"827","1","827","71","61","61","24270.0000","59.0000","1318.0000","357.0574","644.0000","50.0000","202.9778","354980.0000","395.9343","58.0000","614.0000","49.0000"
"828","1","828","71","61","61","24372.0000","59.0000","1327.0000","371.2412","636.0000","49.0000","202.6820","344998.0000","402.8846","58.0000","610.0000","47.0000"
"829","1","829","71","61","61","24217.0000","59.0000","1370.0000","403.7425","648.0000","50.0000","207.5861","352271.0000","417.4063","58.0000","626.0000","48.0000"
"830","1","830","71","61","61","22817.0000","59.0000","1300.0000","391.3081","614.0000","50.0000","203.3372","336618.0000","403.6756","58.0000","587.0000","50.0000"
"831","1","831","71","61","61","23945.0000","59.0000","1372.0000","371.1280","664.0000","48.0000","207.4464","356388.0000","398.6603","58.0000","642.0000","47.0000"
"832","1","832","71","61","61","23665.0000","59.0000","1352.0000","373.6844","638.0000","50.0000","205.9515","347418.0000","396.4946","58.0000","611.0000","48.0000"
"833","1","833","71","61","61","23937.0000","58.0000","1326.0000","346.3784","614.0000","50.0000","200.2848","341633.0000","382.8760","57.0000","595.0000","47.0000"
"834","1","834","71","61","61","24065.0000","59.0000","1329.0000","397.9397","652.0000","51.0000","207.6102","343642.0000","415.1939","58.0000","623.0000","48.0000"
"835","1","835","71","61","61","24834.0000","59.0000","1356.0000","401.6815","658.0000","51.0000","212.1179","349342.0000","412.6112","58.0000","623.0000","47.0000"
"836","1","836","71","61","61","24762.0000","59.0000","1365.0000","395.2417","652.0000","50.0000","208.5042","344067.0000","411.3028","58.0000","620.0000","49.0000"
"837","1","837","71","61","61","24905.0000","59.0000","1367.0000","366.7124","648.0000","51.0000","207.4753","349396.0000","390.6815","58.0000","619.0000","48.0000"
"838","1","838","71","61","61","23912.0000","58.0000","1353.0000","359.0125","628.0000","49.0000","204.1715","348262.0000","391.7116","57.0000","601.0000","48.0000"
"839","1","839","71","61","61","24124.0000","59.0000","1360.0000","385.8730","642.0000","49.0000","206.3250","349808.0000","404.3711","58.0000","621.0000","48.0000"
"840","1","840","71","61","61","24438.0000","59.0000","1370.0000","386.7092","656.0000","49.0000","208.3987","348873.0000","406.1256","58.0000","628.0000","47.0000"
"841","1","841","71","61","61","24378.0000","59.0000","1354.0000","384.8688","650.0000","50.0000","206.6737","355238.0000","408.3332","58.0000","631.0000","48.0000"
"842","1","842","71","61","61","24576.0000","59.0000","1343.0000","400.6894","668.0000","50.0000","209.5471","354021.0000","415.4901","58.0000","650.0000","50.0000"
"843","1","843","71","61","61","23857.0000","59.0000","1394.0000","397.4871","646.0000","51.0000","208.6384","350573.0000","411.0572","58.0000","634.0000","48.0000"
"844","1","844","71","61","61","22991.0000","58.0000","1292.0000","384.6479","644.0000","50.0000","203.5731","341575.0000","405.4800","58.0000","619.0000","48.0000"
"845","1","845","71","61","61","24041.0000","59.0000","1345.0000","396.3685","654.0000","50.0000","207.6873","353479.0000","413.8816","58.0000","629.0000","48.0000"
"846","1","846","71","61","61","24477.0000","59.0000","1347.0000","402.1194","674.0000","50.0000","209.5137","356568.0000","419.0346","58.0000","647.0000","49.0000"
"847","1","847","71","61","61","23619.0000","59.0000","1314.0000","359.9194","638.0000","46.0000","204.7682","349252.0000","392.9377","58.0000","617.0000","46.0000"
"848","1","848","71","61","61","23805.0000","59.0000","1346.0000","389.1015","640.0000","49.0000","206.8574","345425.0000","408.5438","58.0000","627.0000","48.0000"
"849","1","849","71","61","61","24045.0000","59.0000","1354.0000","406.8931","654.0000","50.0000","209.2606","348209.0000","416.5357","58.0000","631.0000","48.0000"
"850","1","850","71","61","61","24615.0000","59.0000","1338.0000","379.1754","644.0000","48.0000","205.8397","347681.0000","403.7252","58.0000","613.0000","47.0000"
"851","1","851","71","61","61","23913.0000","59.0000","1365.0000","396.7190","660.0000","50.0000","208.1105","355512.0000","417.6817","58.0000","641.0000","49.0000"
"852","1","852","71","61","61","22894.0000","59.0000","1315.0000","393.3141","630.0000","49.0000","207.4223","340894.0000","403.3882","58.0000","596.0000","49.0000"
"853","1","853","71","61","61","24076.0000","59.0000","1362.0000","376.3031","642.0000","50.0000","205.4994","350892.0000","404.8308","58.0000","624.0000","48.0000"
"854","1","854","71","61","61","23846.0000","59.0000","1375.0000","381.2925","648.0000","50.0000","205.2364","355148.0000","407.3843","58.0000","628.0000","49.0000"
"855","1","855","71","61","61","24382.0000","59.0000","1370.0000","386.2460","646.0000","50.0000","207.9663","351500.0000","404.0569","58.0000","623.0000","48.0000"
"856","1","856","71","61","61","23974.0000","59.0000","1342.0000","367.1294","656.0000","49.0000","204.7779","351377.0000","399.3970","58.0000","623.0000","47.0000"
"857","1","857","71","61","61","24444.0000","58.0000","1347.0000","407.8799","650.0000","50.0000","210.7463","343842.0000","416.5837","57.0000","620.0000","48.0000"
"858","1","858","71","61","61","24488.0000","59.0000","1351.0000","388.8059","646.0000","49.0000","209.3705","349604.0000","405.2481","58.0000","618.0000","48.0000"
"859","1","859","71","61","61","24195.0000","59.0000","1305.0000","393.8020","644.0000","50.0000","207.9567","343796.0000","409.8024","58.0000","611.0000","48.0000"
"860","1","860","71","61","61","23911.0000","59.0000","1369.0000","382.2381","640.0000","50.0000","206.1359","349525.0000","401.9876","58.0000","627.0000","48.0000"
"861","1","861","71","61","61","22889.0000","59.0000","1344.0000","403.1079","654.0000","50.0000","205.0171","343757.0000","419.1992","58.0000","632.0000","49.0000"
"862","1","862","71","61","61","23076.0000","58.0000","1299.0000","354.6491","648.0000","48.0000","201.6581","353586.0000","390.5253","58.0000","629.0000","48.0000"
"863","1","863","71","61","61","24738.0000","59.0000","1345.0000","384.8532","656.0000","50.0000","207.8172","349105.0000","408.1078","58.0000","628.0000","48.0000"
"864","1","864","71","61","61","24071.0000","59.0000","1353.0000","387.1537","658.0000","49.0000","207.5813","350633.0000","409.1357","58.0000","631.0000","49.0000"
"865","1","865","71","61","61","23811.0000","59.0000","1331.0000","383.4006","638.0000","50.0000","206.8284","347340.0000","407.3279","58.0000","614.0000","48.0000"
"866","1","866","71","61","61","22149.0000","58.0000","1368.0000","392.6423","616.0000","50.0000","204.4016","336721.0000","407.2616","57.0000","602.0000","48.0000"
"867","1","867","71","61","61","24521.0000","59.0000","1335.0000","391.2007","662.0000","50.0000","207.5331","351038.0000","414.0386","58.0000","637.0000","48.0000"
"868","1","868","71","61","61","24130.0000","59.0000","1340.0000","373.9733","630.0000","50.0000","202.9286","347910.0000","402.6760","58.0000","609.0000","49.0000"
"869","1","869","71","61","61","24819.0000","59.0000","1355.0000","393.7588","664.0000","50.0000","208.1970","353798.0000","415.2204","58.0000","643.0000","49.0000"
"870","1","870","71","61","61","22762.0000","59.0000","1325.0000","384.2629","630.0000","51.0000","204.0245","338592.0000","404.4676","58.0000","604.0000","50.0000"
"871","1","871","71","61","61","23690.0000","59.0000","1357.0000","382.9909","634.0000","50.0000","203.5436","344436.0000","405.4652","58.0000","617.0000","48.0000"
"872","1","872","71","61","61","24778.0000","59.0000","1347.0000","361.8508","632.0000","50.0000","205.9660","346201.0000","390.2691","58.0000","609.0000","49.0000"
"873","1","873","71","61","61","24934.0000","59.0000","1356.0000","392.4054","664.0000","50.0000","210.3854","350948.0000","406.9914","58.0000","631.0000","47.0000"
"874","1","874","71","61","61","22007.0000","59.0000","1290.0000","382.4160","616.0000","49.0000","199.9750","333565.0000","398.8208","58.0000","577.0000","48.0000"
"875","1","875","71","61","61","23211.0000","59.0000","1350.0000","371.0364","606.0000","49.0000","200.6739","341406.0000","401.6267","58.0000","592.0000","47.0000"
"876","1","876","71","61","61","24002.0000","59.0000","1345.0000","395.0949","636.0000","50.0000","205.4020","345981.0000","412.1068","58.0000","619.0000","49.0000"
"877","1","877","71","61","61","25220.0000","59.0000","1348.0000","399.9775","666.0000","51.0000","210.1714","351789.0000","414.4973","58.0000","627.0000","49.0000"
"878","1","878","71","61","61","23849.0000","59.0000","1343.0000","385.8264","604.0000","51.0000","203.8136","331498.0000","399.2493","58.0000","583.0000","47.0000"
"879","1","879","71","61","61","24328.0000","59.0000","1350.0000","374.0053","626.0000","49.0000","202.1930","346418.0000","401.3228","58.0000","608.0000","47.0000"
"880","1","880","71","61","61","23250.0000","59.0000","1300.0000","377.9074","610.0000","47.0000","203.9657","342563.0000","394.0787","58.0000","577.0000","47.0000"
"881","1","881","71","61","61","24390.0000","59.0000","1340.0000","412.8438","672.0000","50.0000","210.5754","353896.0000","423.1099","58.0000","652.0000","49.0000"
"882","1","882","71","61","61","23958.0000","59.0000","1370.0000","393.7258","658.0000","51.0000","205.7766","353825.0000","413.5142","58.0000","644.0000","48.0000"
"883","1","883","71","61","61","24659.0000","59.0000","1336.0000","383.1371","616.0000","50.0000","205.5335","340037.0000","403.6657","58.0000","590.0000","46.0000"
"884","1","884","71","61","61","23083.0000","59.0000","1289.0000","366.5570","588.0000","46.0000","202.4648","339887.0000","386.5928","58.0000","562.0000","46.0000"
"885","1","885","71","61","61","22951.0000","59.0000","1347.0000","355.7527","620.0000","49.0000","196.7841","344064.0000","394.6391","58.0000","611.0000","47.0000"
"886","1","886","71","61","61","25304.0000","59.0000","1358.0000","389.7512","660.0000","48.0000","210.5232","350189.0000","407.2837","58.0000","624.0000","47.0000"
"887","1","887","71","61","61","24388.0000","59.0000","1342.0000","382.5206","648.0000","48.0000","208.1586","355378.0000","403.1947","58.0000","622.0000","47.0000"
"888","1","888","71","61","61","24773.0000","59.0000","1349.0000","386.4479","668.0000","50.0000","209.5280","352659.0000","406.5612","58.0000","629.0000","49.0000"
"889","1","889","71","61","61","24779.0000","59.0000","1358.0000","338.4110","630.0000","47.0000","200.3946","352975.0000","383.2362","58.0000","613.0000","47.0000"
"890","1","890","71","61","61","23731.0000","59.0000","1358.0000","362.7148","644.0000","49.0000","203.0665","353893.0000","394.0152","58.0000","621.0000","48.0000"
"891","1","891","71","61","61","23113.0000","59.0000","1349.0000","367.8043","626.0000","50.0000","203.0419","340238.0000","395.0013","58.0000","611.0000","47.0000"
"892","1","892","71","61","61","23822.0000","59.0000","1337.0000","382.4160","610.0000","49.0000","205.2900","336131.0000","396.5930","58.0000","577.0000","47.0000"
"893","1","893","71","61","61","24249.0000","59.0000","1363.0000","380.2867","630.0000","50.0000","206.7365","347856.0000","400.4223","58.0000","612.0000","47.0000"
"894","1","894","71","61","61","23143.0000","59.0000","1290.0000","392.9885","632.0000","48.0000","202.9483","346182.0000","412.8922","58.0000","621.0000","48.0000"
"895","1","895","71","61","61","24109.0000","59.0000","1355.0000","362.8002","634.0000","50.0000","205.8397","345573.0000","389.8410","58.0000","611.0000","48.0000"
"896","1","896","71","61","61","24431.0000","59.0000","1374.0000","383.7577","648.0000","50.0000","208.7199","351244.0000","400.4298","58.0000","629.0000","49.0000"
"897","1","897","71","61","61","24347.0000","59.0000","1338.0000","402.2263","648.0000","51.0000","209.5567","349003.0000","413.5408","58.0000","615.0000","49.0000"
"898","1","898","71","61","61","23848.0000","59.0000","1325.0000","381.1220","656.0000","49.0000","205.8252","352006.0000","408.9817","58.0000","624.0000","48.0000"
"899","1","899","71","61","61","23854.0000","59.0000","1366.0000","403.7821","660.0000","49.0000","208.8397","350890.0000","418.0502","58.0000","639.0000","48.0000"
"900","1","900","71","61","61","25027.0000","59.0000","1350.0000","383.0509","654.0000","49.0000","209.4087","354766.0000","403.5022","58.0000","627.0000","49.0000"
"901","1","901","71","61","61","24799.0000","58.0000","1346.0000","375.5236","646.0000","49.0000","207.0459","347813.0000","400.4223","57.0000","618.0000","46.0000"
"902","1","902","71","61","61","23766.0000","58.0000","1310.0000","376.6086","646.0000","47.0000","207.0217","352485.0000","401.5072","57.0000","615.0000","47.0000"
"903","1","903","71","61","61","23343.0000","59.0000","1333.0000","389.1735","634.0000","49.0000","204.3918","339856.0000","402.1318","58.0000","606.0000","48.0000"
"904","1","904","71","61","61","24244.0000","59.0000","1365.0000","424.7635","658.0000","50.0000","212.3864","347012.0000","426.1338","58.0000","646.0000","48.0000"
"905","1","905","71","61","61","24242.0000","59.0000","1326.0000","364.3268","646.0000","50.0000","205.0366","351359.0000","395.7373","58.0000","622.0000","48.0000"
"906","1","906","71","61","61","23516.0000","59.0000","1375.0000","419.5307","662.0000","51.0000","209.9000","348976.0000","423.1761","58.0000","638.0000","50.0000"
"907","1","907","71","61","61","24029.0000","59.0000","1343.0000","390.1307","660.0000","48.0000","208.0913","350256.0000","409.9756","58.0000","633.0000","48.0000"
"908","1","908","71","61","61","23786.0000","59.0000","1300.0000","368.2879","614.0000","49.0000","202.8398","345960.0000","397.2279","58.0000","598.0000","48.0000"
"909","1","909","71","61","61","24243.0000","59.0000","1346.0000","361.3613","640.0000","49.0000","205.7766","349782.0000","393.2302","58.0000","618.0000","47.0000"
"910","1","910","71","61","61","22165.0000","59.0000","1231.0000","379.9632","636.0000","47.0000","203.4650","348193.0000","407.1265","58.0000","610.0000","47.0000"
"911","1","911","71","61","61","24738.0000","59.0000","1328.0000","379.6235","668.0000","49.0000","208.9593","356630.0000","403.1104","58.0000","645.0000","48.0000"
"912","1","912","71","61","61","23773.0000","59.0000","1353.0000","382.1178","638.0000","49.0000","205.9709","350311.0000","403.3584","58.0000","614.0000","48.0000"
"913","1","913","71","61","61","24343.0000","59.0000","1350.0000","360.9931","626.0000","48.0000","204.8560","347376.0000","389.3944","58.0000","609.0000","48.0000"
"914","1","914","71","61","61","23817.0000","59.0000","1340.0000","390.2691","634.0000","49.0000","206.0437","347150.0000","409.1772","58.0000","613.0000","47.0000"
