"No","RefTree","Tree","RefTree_taxa","Tree_taxa","Common_taxa","Triples","RFCluster(0.5)","MatchingPair","NodalSplitted","MatchingCluster","MAST","CopheneticL2Metric","Quartet","PathDiffernce","RF(0.5)","MatchingSplit","UMAST"
"555","1","555","71","61","61","24402.0000","59.0000","1351.0000","368.0136","648.0000","50.0000","207.0266","355433.0000","396.6888","58.0000","631.0000","48.0000"
"556","1","556","71","61","61","23900.0000","59.0000","1343.0000","374.4009","642.0000","50.0000","207.6776","352793.0000","399.3670","58.0000","618.0000","48.0000"
"557","1","557","71","61","61","23752.0000","58.0000","1347.0000","389.5690","652.0000","50.0000","204.3526","341380.0000","410.6824","57.0000","632.0000","48.0000"
"558","1","558","71","61","61","24572.0000","59.0000","1359.0000","399.1466","664.0000","50.0000","209.7570","352227.0000","412.4682","58.0000","637.0000","49.0000"
"559","1","559","71","61","61","24051.0000","58.0000","1358.0000","399.9775","658.0000","49.0000","209.5042","347264.0000","411.0304","57.0000","637.0000","47.0000"
"560","1","560","71","61","61","23671.0000","59.0000","1370.0000","378.2169","644.0000","48.0000","206.3686","346780.0000","398.9035","58.0000","630.0000","48.0000"
"561","1","561","71","61","61","23717.0000","58.0000","1318.0000","366.0820","604.0000","49.0000","203.0419","341086.0000","385.5749","57.0000","577.0000","48.0000"
"562","1","562","71","61","61","24020.0000","59.0000","1344.0000","373.4756","654.0000","49.0000","207.6776","352112.0000","397.8970","58.0000","624.0000","48.0000"
"563","1","563","71","61","61","22973.0000","59.0000","1274.0000","365.6118","648.0000","48.0000","202.2573","352370.0000","398.3842","58.0000","626.0000","48.0000"
"564","1","564","71","61","61","23435.0000","57.0000","1278.0000","356.9033","636.0000","49.0000","202.3413","349560.0000","392.7518","57.0000","613.0000","46.0000"
"565","1","565","71","61","61","23899.0000","58.0000","1343.0000","370.9043","634.0000","49.0000","203.2240","350917.0000","403.2741","57.0000","610.0000","48.0000"
"566","1","566","71","61","61","23923.0000","59.0000","1370.0000","354.5814","616.0000","49.0000","201.5589","351081.0000","385.9819","58.0000","603.0000","48.0000"
"567","1","567","71","61","61","24254.0000","59.0000","1291.0000","388.9036","644.0000","49.0000","209.6044","350411.0000","401.9876","58.0000","611.0000","49.0000"
"568","1","568","71","61","61","24452.0000","58.0000","1350.0000","410.7846","674.0000","50.0000","212.9554","352929.0000","415.1843","57.0000","637.0000","49.0000"
"569","1","569","71","61","61","23909.0000","59.0000","1355.0000","390.2128","654.0000","50.0000","209.2845","350772.0000","405.0062","58.0000","624.0000","49.0000"
"570","1","570","71","61","61","23748.0000","59.0000","1359.0000","379.1042","636.0000","51.0000","203.0172","346568.0000","403.3906","58.0000","619.0000","49.0000"
"571","1","571","71","61","61","24306.0000","58.0000","1288.0000","346.7333","628.0000","49.0000","200.4445","346402.0000","386.9186","57.0000","597.0000","48.0000"
"572","1","572","71","61","61","24132.0000","59.0000","1324.0000","383.9219","626.0000","48.0000","205.5432","345051.0000","403.3906","58.0000","604.0000","48.0000"
"573","1","573","71","61","61","24633.0000","59.0000","1357.0000","393.1844","642.0000","51.0000","207.1038","348784.0000","409.8536","58.0000","624.0000","48.0000"
"574","1","574","71","61","61","23995.0000","59.0000","1378.0000","394.0228","644.0000","50.0000","208.8827","351119.0000","408.1078","58.0000","613.0000","48.0000"
"575","1","575","71","61","61","23619.0000","59.0000","1346.0000","368.7031","634.0000","50.0000","201.0672","338793.0000","390.9297","58.0000","611.0000","49.0000"
"576","1","576","71","61","61","23459.0000","59.0000","1384.0000","368.3992","626.0000","49.0000","203.1551","345043.0000","393.8274","58.0000","610.0000","49.0000"
"577","1","577","71","61","61","24034.0000","59.0000","1344.0000","378.7691","648.0000","50.0000","205.2998","351197.0000","404.0569","58.0000","625.0000","49.0000"
"578","1","578","71","61","61","24415.0000","59.0000","1356.0000","389.1915","668.0000","51.0000","208.3603","353163.0000","406.7112","58.0000","637.0000","49.0000"
"579","1","579","71","61","61","24246.0000","59.0000","1346.0000","394.4160","668.0000","50.0000","208.1442","355171.0000","411.0766","58.0000","643.0000","48.0000"
"580","1","580","71","61","61","24562.0000","59.0000","1358.0000","364.9603","644.0000","48.0000","205.7231","354729.0000","395.2063","58.0000","623.0000","48.0000"
"581","1","581","71","61","61","24923.0000","59.0000","1314.0000","365.9836","652.0000","50.0000","206.0631","352109.0000","397.9598","58.0000","615.0000","47.0000"
"582","1","582","71","61","61","23815.0000","59.0000","1309.0000","351.2976","608.0000","48.0000","201.4497","344061.0000","379.4786","58.0000","585.0000","47.0000"
"583","1","583","71","61","61","23132.0000","59.0000","1279.0000","395.8358","632.0000","47.0000","207.4849","342581.0000","406.9300","58.0000","603.0000","47.0000"
"584","1","584","71","61","61","24842.0000","59.0000","1374.0000","403.7375","664.0000","51.0000","212.5229","349622.0000","410.1853","58.0000","621.0000","49.0000"
"585","1","585","71","61","61","25211.0000","59.0000","1370.0000","383.8255","654.0000","48.0000","208.7534","355676.0000","405.2037","58.0000","630.0000","48.0000"
"586","1","586","71","61","61","23436.0000","59.0000","1304.0000","367.6846","638.0000","47.0000","203.0419","351409.0000","398.0678","58.0000","610.0000","47.0000"
"587","1","587","71","61","61","24724.0000","59.0000","1340.0000","389.2403","654.0000","50.0000","209.4946","352992.0000","407.4555","58.0000","632.0000","48.0000"
"588","1","588","71","61","61","23810.0000","59.0000","1319.0000","364.1977","628.0000","49.0000","200.2598","345284.0000","402.3481","58.0000","610.0000","47.0000"
"589","1","589","71","61","61","24836.0000","59.0000","1360.0000","357.8799","640.0000","50.0000","205.9077","348163.0000","388.8830","58.0000","616.0000","47.0000"
"590","1","590","71","61","61","22886.0000","59.0000","1343.0000","394.6872","636.0000","50.0000","207.5669","336520.0000","398.6276","58.0000","596.0000","48.0000"
"591","1","591","71","61","61","24031.0000","59.0000","1300.0000","374.9533","618.0000","50.0000","203.2929","342126.0000","399.2543","58.0000","596.0000","48.0000"
"592","1","592","71","61","61","25079.0000","59.0000","1363.0000","395.8005","672.0000","50.0000","210.0190","353134.0000","413.8913","58.0000","645.0000","49.0000"
"593","1","593","71","61","61","24153.0000","59.0000","1352.0000","393.3268","628.0000","49.0000","203.7351","339732.0000","406.4529","58.0000","596.0000","48.0000"
"594","1","594","71","61","61","23862.0000","59.0000","1367.0000","391.3081","642.0000","50.0000","206.7462","346908.0000","407.9877","58.0000","623.0000","49.0000"
"595","1","595","71","61","61","24763.0000","59.0000","1346.0000","388.2293","654.0000","48.0000","207.7547","347683.0000","408.7836","58.0000","636.0000","48.0000"
"596","1","596","71","61","61","23610.0000","59.0000","1347.0000","360.0167","640.0000","49.0000","202.3759","354986.0000","396.8173","58.0000","626.0000","48.0000"
"597","1","597","71","61","61","24040.0000","59.0000","1333.0000","398.1256","634.0000","48.0000","206.9734","339956.0000","410.6604","58.0000","602.0000","47.0000"
"598","1","598","71","61","61","24377.0000","59.0000","1345.0000","363.9753","616.0000","50.0000","203.2683","338701.0000","387.6338","58.0000","591.0000","48.0000"
"599","1","599","71","61","61","24496.0000","59.0000","1379.0000","387.8041","642.0000","49.0000","206.3298","351956.0000","411.2128","58.0000","628.0000","48.0000"
"600","1","600","71","61","61","23676.0000","59.0000","1329.0000","351.8238","606.0000","49.0000","200.7685","335578.0000","380.3630","58.0000","583.0000","48.0000"
"601","1","601","71","61","61","23814.0000","59.0000","1330.0000","384.1042","654.0000","48.0000","209.4230","349585.0000","404.1336","58.0000","622.0000","48.0000"
"602","1","602","71","61","61","24938.0000","59.0000","1372.0000","376.3350","672.0000","51.0000","210.5612","353244.0000","394.5048","58.0000","631.0000","50.0000"
"603","1","603","71","61","61","24714.0000","59.0000","1363.0000","379.7157","658.0000","48.0000","209.0741","354297.0000","400.4647","58.0000","636.0000","47.0000"
"604","1","604","71","61","61","23974.0000","59.0000","1343.0000","377.5606","656.0000","50.0000","207.1473","350563.0000","399.8675","58.0000","637.0000","47.0000"
"605","1","605","71","61","61","24630.0000","59.0000","1345.0000","388.5254","642.0000","50.0000","207.5958","353497.0000","406.2856","58.0000","616.0000","48.0000"
"606","1","606","71","61","61","23810.0000","59.0000","1353.0000","380.1473","644.0000","49.0000","205.8835","348653.0000","402.5643","58.0000","629.0000","48.0000"
"607","1","607","71","61","61","24519.0000","59.0000","1359.0000","400.7568","662.0000","50.0000","210.2284","352999.0000","412.8293","58.0000","646.0000","49.0000"
"608","1","608","71","61","61","24127.0000","59.0000","1349.0000","375.0093","640.0000","48.0000","206.4607","350519.0000","396.3332","58.0000","615.0000","46.0000"
"609","1","609","71","61","61","25117.0000","59.0000","1356.0000","379.3784","672.0000","50.0000","208.7247","355355.0000","405.3690","58.0000","635.0000","49.0000"
"610","1","610","71","61","61","23504.0000","58.0000","1324.0000","379.5840","662.0000","50.0000","205.5480","354545.0000","408.2181","57.0000","638.0000","47.0000"
"611","1","611","71","61","61","24776.0000","59.0000","1345.0000","388.5074","664.0000","50.0000","209.2606","355886.0000","409.9219","58.0000","641.0000","49.0000"
"612","1","612","71","61","61","23055.0000","59.0000","1320.0000","373.9626","612.0000","49.0000","202.1880","332111.0000","393.5683","58.0000","590.0000","47.0000"
"613","1","613","71","61","61","22931.0000","59.0000","1329.0000","374.5130","640.0000","49.0000","202.4253","342408.0000","400.2724","58.0000","608.0000","49.0000"
"614","1","614","71","61","61","24414.0000","59.0000","1365.0000","405.0284","660.0000","49.0000","210.5137","348793.0000","415.4058","58.0000","631.0000","48.0000"
"615","1","615","71","61","61","25103.0000","59.0000","1351.0000","367.2029","634.0000","50.0000","208.2547","340509.0000","389.1606","58.0000","587.0000","47.0000"
"616","1","616","71","61","61","24844.0000","59.0000","1356.0000","399.2067","670.0000","51.0000","209.0407","351584.0000","414.7240","58.0000","641.0000","49.0000"
"617","1","617","71","61","61","24049.0000","59.0000","1331.0000","390.7250","646.0000","49.0000","207.6295","351340.0000","409.4777","58.0000","633.0000","47.0000"
"618","1","618","71","61","61","23083.0000","59.0000","1361.0000","396.1389","626.0000","49.0000","205.1536","343052.0000","409.1626","58.0000","613.0000","48.0000"
"619","1","619","71","61","61","23443.0000","59.0000","1309.0000","389.4483","642.0000","49.0000","208.3843","346436.0000","405.7191","58.0000","618.0000","48.0000"
"620","1","620","71","61","61","24360.0000","59.0000","1354.0000","405.8547","664.0000","48.0000","211.0877","353088.0000","415.6970","58.0000","633.0000","48.0000"
"621","1","621","71","61","61","23813.0000","59.0000","1308.0000","372.2983","658.0000","48.0000","206.5962","356223.0000","401.3502","58.0000","625.0000","47.0000"
"622","1","622","71","61","61","23453.0000","59.0000","1347.0000","361.9088","624.0000","49.0000","204.1764","345482.0000","388.8599","58.0000","600.0000","47.0000"
"623","1","623","71","61","61","24816.0000","59.0000","1357.0000","400.4048","678.0000","51.0000","211.0592","355512.0000","414.2439","58.0000","649.0000","49.0000"
"624","1","624","71","61","61","24503.0000","59.0000","1341.0000","368.7113","626.0000","51.0000","204.4260","340355.0000","390.8631","58.0000","589.0000","49.0000"
"625","1","625","71","61","61","24415.0000","59.0000","1306.0000","383.2884","642.0000","49.0000","205.7377","343525.0000","406.1650","58.0000","609.0000","47.0000"
"626","1","626","71","61","61","24557.0000","59.0000","1324.0000","402.1517","646.0000","50.0000","210.6846","349605.0000","408.3283","58.0000","624.0000","49.0000"
"627","1","627","71","61","61","24224.0000","59.0000","1347.0000","388.5949","630.0000","50.0000","203.8970","340048.0000","408.6368","58.0000","611.0000","48.0000"
"628","1","628","71","61","61","24195.0000","59.0000","1356.0000","384.9519","654.0000","50.0000","208.6337","349658.0000","402.7729","58.0000","620.0000","49.0000"
"629","1","629","71","61","61","23177.0000","59.0000","1296.0000","390.6815","662.0000","48.0000","206.1747","349747.0000","413.2989","58.0000","641.0000","48.0000"
"630","1","630","71","61","61","24113.0000","58.0000","1374.0000","383.8281","644.0000","51.0000","208.6337","353577.0000","404.0248","57.0000","629.0000","49.0000"
"631","1","631","71","61","61","23509.0000","59.0000","1301.0000","396.6964","656.0000","49.0000","208.3747","349809.0000","411.3684","58.0000","625.0000","49.0000"
"632","1","632","71","61","61","23730.0000","59.0000","1359.0000","379.2730","636.0000","49.0000","205.5870","341225.0000","401.7835","58.0000","617.0000","47.0000"
"633","1","633","71","61","61","23813.0000","59.0000","1364.0000","381.7172","644.0000","50.0000","206.0291","349519.0000","404.9790","58.0000","615.0000","48.0000"
"634","1","634","71","61","61","23704.0000","59.0000","1357.0000","385.9715","634.0000","49.0000","205.9806","342058.0000","400.5546","58.0000","606.0000","48.0000"
"635","1","635","71","61","61","24386.0000","59.0000","1350.0000","395.1607","666.0000","50.0000","208.3171","354706.0000","411.1423","58.0000","649.0000","48.0000"
"636","1","636","71","61","61","24627.0000","59.0000","1336.0000","354.6125","636.0000","49.0000","205.0658","349719.0000","391.3311","58.0000","618.0000","46.0000"
"637","1","637","71","61","61","23932.0000","59.0000","1359.0000","364.7163","644.0000","49.0000","207.0652","355586.0000","389.7974","58.0000","624.0000","48.0000"
"638","1","638","71","61","61","23696.0000","59.0000","1343.0000","370.2594","624.0000","50.0000","204.3380","338926.0000","393.5861","58.0000","597.0000","47.0000"
"639","1","639","71","61","61","23751.0000","59.0000","1352.0000","356.8921","636.0000","50.0000","201.2759","352850.0000","396.5148","58.0000","626.0000","48.0000"
"640","1","640","71","61","61","24280.0000","59.0000","1341.0000","364.3817","626.0000","50.0000","205.6794","349801.0000","391.3975","58.0000","607.0000","48.0000"
"641","1","641","71","61","61","24345.0000","59.0000","1323.0000","377.7301","658.0000","50.0000","208.5138","356062.0000","400.4997","58.0000","632.0000","49.0000"
"642","1","642","71","61","61","24207.0000","59.0000","1351.0000","400.5696","640.0000","49.0000","207.5669","343552.0000","415.6489","58.0000","618.0000","48.0000"
"643","1","643","71","61","61","24197.0000","59.0000","1304.0000","377.1737","616.0000","50.0000","205.8786","348150.0000","391.0678","58.0000","576.0000","48.0000"
"644","1","644","71","61","61","24143.0000","59.0000","1298.0000","368.7845","638.0000","47.0000","207.0700","344221.0000","389.9462","58.0000","604.0000","47.0000"
"645","1","645","71","61","61","25050.0000","58.0000","1364.0000","404.4354","660.0000","49.0000","211.2581","349462.0000","414.0121","57.0000","631.0000","47.0000"
"646","1","646","71","61","61","24945.0000","59.0000","1332.0000","382.2198","642.0000","49.0000","209.0694","352267.0000","399.0363","58.0000","617.0000","48.0000"
"647","1","647","71","61","61","24032.0000","59.0000","1302.0000","371.3004","608.0000","48.0000","202.7116","348658.0000","400.8990","58.0000","590.0000","47.0000"
"648","1","648","71","61","61","23671.0000","59.0000","1315.0000","348.7607","642.0000","50.0000","200.4595","348388.0000","387.5745","58.0000","611.0000","48.0000"
"649","1","649","71","61","61","22721.0000","58.0000","1302.0000","378.3755","652.0000","46.0000","204.1421","349838.0000","402.3730","57.0000","627.0000","46.0000"
"650","1","650","71","61","61","24426.0000","59.0000","1367.0000","386.0984","640.0000","50.0000","208.6384","352819.0000","406.7432","58.0000","617.0000","48.0000"
"651","1","651","71","61","61","24626.0000","59.0000","1332.0000","371.7741","630.0000","50.0000","205.4994","349935.0000","396.9710","58.0000","604.0000","49.0000"
"652","1","652","71","61","61","23295.0000","59.0000","1355.0000","408.4483","644.0000","50.0000","206.7849","336554.0000","415.1674","58.0000","625.0000","48.0000"
"653","1","653","71","61","61","24268.0000","59.0000","1386.0000","367.4398","648.0000","50.0000","206.1068","353067.0000","397.7235","58.0000","628.0000","48.0000"
"654","1","654","71","61","61","24587.0000","59.0000","1351.0000","376.1462","656.0000","49.0000","207.4657","351451.0000","400.8067","58.0000","630.0000","48.0000"
"655","1","655","71","61","61","24454.0000","58.0000","1310.0000","350.4340","638.0000","49.0000","201.0970","349796.0000","389.0193","57.0000","611.0000","48.0000"
"656","1","656","71","61","61","23757.0000","59.0000","1346.0000","364.9849","582.0000","50.0000","199.0226","331112.0000","388.4817","58.0000","560.0000","47.0000"
"657","1","657","71","61","61","24225.0000","59.0000","1347.0000","346.0347","612.0000","50.0000","202.8349","346717.0000","378.3120","58.0000","595.0000","48.0000"
"658","1","658","71","61","61","23743.0000","59.0000","1305.0000","380.6442","640.0000","48.0000","206.3541","345079.0000","402.9491","58.0000","610.0000","48.0000"
"659","1","659","71","61","61","24901.0000","59.0000","1342.0000","369.4699","654.0000","51.0000","207.2245","346543.0000","395.4441","58.0000","609.0000","48.0000"
"660","1","660","71","61","61","23731.0000","59.0000","1339.0000","381.8403","662.0000","48.0000","205.7620","352811.0000","405.3961","58.0000","633.0000","48.0000"
"661","1","661","71","61","61","23904.0000","59.0000","1329.0000","400.1350","644.0000","49.0000","208.1105","344436.0000","410.6897","58.0000","613.0000","48.0000"
"662","1","662","71","61","61","24234.0000","59.0000","1347.0000","379.8421","626.0000","50.0000","205.1097","346801.0000","402.4674","58.0000","604.0000","48.0000"
"663","1","663","71","61","61","23257.0000","59.0000","1321.0000","375.6461","602.0000","48.0000","202.0940","342685.0000","392.8129","58.0000","584.0000","46.0000"
"664","1","664","71","61","61","24292.0000","59.0000","1354.0000","361.5135","648.0000","50.0000","204.3967","354086.0000","396.1616","58.0000","633.0000","48.0000"
"665","1","665","71","61","61","23155.0000","59.0000","1260.0000","355.2436","650.0000","48.0000","201.3355","354931.0000","398.6076","58.0000","627.0000","48.0000"
"666","1","666","71","61","61","23996.0000","59.0000","1336.0000","388.7570","652.0000","50.0000","207.5620","347562.0000","402.5022","58.0000","606.0000","49.0000"
"667","1","667","71","61","61","24588.0000","59.0000","1350.0000","362.8719","644.0000","50.0000","205.3874","343860.0000","393.0980","58.0000","609.0000","49.0000"
"668","1","668","71","61","61","22265.0000","58.0000","1332.0000","361.1371","620.0000","49.0000","200.6689","340966.0000","391.0217","57.0000","587.0000","48.0000"
"669","1","669","71","61","61","24712.0000","59.0000","1345.0000","379.7104","640.0000","49.0000","207.9134","348688.0000","402.6487","58.0000","617.0000","47.0000"
"670","1","670","71","61","61","22976.0000","59.0000","1285.0000","381.4315","606.0000","49.0000","204.3820","334431.0000","391.8010","58.0000","578.0000","47.0000"
"671","1","671","71","61","61","22975.0000","59.0000","1369.0000","398.8885","612.0000","50.0000","201.8316","338062.0000","410.4315","58.0000","594.0000","48.0000"
"672","1","672","71","61","61","23980.0000","59.0000","1385.0000","403.2295","642.0000","50.0000","207.4175","350347.0000","414.4611","58.0000","623.0000","48.0000"
"673","1","673","71","61","61","24751.0000","59.0000","1359.0000","385.7201","642.0000","51.0000","207.2921","343768.0000","403.0484","58.0000","609.0000","48.0000"
"674","1","674","71","61","61","24671.0000","58.0000","1348.0000","382.9778","646.0000","50.0000","206.1795","350714.0000","408.2573","57.0000","618.0000","48.0000"
"675","1","675","71","61","61","24358.0000","59.0000","1367.0000","394.8873","654.0000","50.0000","206.0097","353578.0000","414.4008","58.0000","636.0000","49.0000"
"676","1","676","71","61","61","24144.0000","59.0000","1353.0000","392.1938","666.0000","49.0000","206.0291","350407.0000","414.9530","58.0000","637.0000","48.0000"
"677","1","677","71","61","61","24299.0000","59.0000","1342.0000","377.1339","652.0000","49.0000","206.8768","355345.0000","401.2605","58.0000","627.0000","48.0000"
"678","1","678","71","61","61","23703.0000","59.0000","1365.0000","387.4919","656.0000","49.0000","206.0485","349216.0000","410.5606","58.0000","627.0000","48.0000"
"679","1","679","71","61","61","23745.0000","59.0000","1359.0000","378.3253","640.0000","50.0000","205.6259","352747.0000","403.7301","58.0000","623.0000","48.0000"
"680","1","680","71","61","61","24147.0000","59.0000","1332.0000","385.1935","652.0000","49.0000","204.7828","349020.0000","413.1271","58.0000","631.0000","48.0000"
"681","1","681","71","61","61","24074.0000","59.0000","1321.0000","380.8701","652.0000","49.0000","206.8574","353046.0000","403.6087","58.0000","621.0000","48.0000"
"682","1","682","71","61","61","24327.0000","59.0000","1355.0000","391.6274","658.0000","49.0000","208.5665","352978.0000","409.9610","58.0000","641.0000","48.0000"
"683","1","683","71","61","61","23180.0000","59.0000","1303.0000","378.5631","630.0000","50.0000","203.6026","344795.0000","400.6145","58.0000","585.0000","48.0000"
"684","1","684","71","61","61","24139.0000","59.0000","1346.0000","374.9560","644.0000","50.0000","202.8793","352726.0000","406.0985","58.0000","627.0000","48.0000"
"685","1","685","71","61","61","23416.0000","59.0000","1329.0000","389.6588","640.0000","48.0000","205.3241","341503.0000","407.7107","58.0000","605.0000","48.0000"
"686","1","686","71","61","61","23663.0000","59.0000","1374.0000","384.8298","634.0000","50.0000","204.0637","346610.0000","405.2431","58.0000","620.0000","48.0000"
"687","1","687","71","61","61","24318.0000","59.0000","1340.0000","378.4574","636.0000","50.0000","206.2717","345582.0000","403.1377","58.0000","607.0000","47.0000"
"688","1","688","71","61","61","23578.0000","59.0000","1338.0000","386.7480","652.0000","48.0000","207.2438","345542.0000","406.2339","58.0000","623.0000","47.0000"
"689","1","689","71","61","61","24137.0000","59.0000","1341.0000","374.4436","638.0000","51.0000","204.3722","351719.0000","400.2699","58.0000","621.0000","48.0000"
"690","1","690","71","61","61","23635.0000","59.0000","1301.0000","367.7418","632.0000","48.0000","205.1487","352139.0000","395.9924","58.0000","605.0000","47.0000"
"691","1","691","71","61","61","25037.0000","59.0000","1353.0000","368.3178","650.0000","50.0000","207.8413","354875.0000","393.4844","58.0000","629.0000","48.0000"
"692","1","692","71","61","61","23708.0000","59.0000","1326.0000","370.3998","646.0000","49.0000","202.6672","349500.0000","402.1691","58.0000","629.0000","47.0000"
"693","1","693","71","61","61","21705.0000","59.0000","1262.0000","348.2327","618.0000","46.0000","201.6383","334179.0000","382.5023","58.0000","592.0000","46.0000"
"694","1","694","71","61","61","23678.0000","59.0000","1314.0000","400.4597","630.0000","48.0000","210.0809","343362.0000","407.4212","58.0000","604.0000","48.0000"
"695","1","695","71","61","61","24733.0000","59.0000","1362.0000","383.2362","666.0000","51.0000","208.8397","352228.0000","407.7843","58.0000","643.0000","49.0000"
"696","1","696","71","61","61","24515.0000","59.0000","1336.0000","397.9749","674.0000","48.0000","208.7103","356127.0000","417.8493","58.0000","651.0000","48.0000"
"697","1","697","71","61","61","23452.0000","59.0000","1339.0000","392.0893","616.0000","51.0000","203.4109","338917.0000","399.8375","58.0000","583.0000","48.0000"
"698","1","698","71","61","61","24353.0000","59.0000","1314.0000","371.4593","646.0000","51.0000","206.0049","355438.0000","396.2827","58.0000","617.0000","49.0000"
"699","1","699","71","61","61","23769.0000","59.0000","1366.0000","391.8648","632.0000","49.0000","207.5042","339299.0000","406.9128","58.0000","610.0000","48.0000"
"700","1","700","71","61","61","24970.0000","59.0000","1362.0000","389.0990","654.0000","50.0000","207.0942","354015.0000","412.1674","58.0000","632.0000","49.0000"
"701","1","701","71","61","61","23851.0000","59.0000","1340.0000","367.6058","606.0000","49.0000","198.2524","341117.0000","397.0819","58.0000","586.0000","47.0000"
"702","1","702","71","61","61","23699.0000","59.0000","1356.0000","357.3598","624.0000","49.0000","201.1219","347378.0000","389.7204","58.0000","599.0000","48.0000"
"703","1","703","71","61","61","23005.0000","59.0000","1256.0000","389.0527","624.0000","49.0000","204.0245","344557.0000","409.6852","58.0000","600.0000","48.0000"
"704","1","704","71","61","61","23650.0000","58.0000","1336.0000","389.6717","658.0000","49.0000","207.1087","352196.0000","410.2048","57.0000","631.0000","48.0000"
"705","1","705","71","61","61","23347.0000","59.0000","1312.0000","370.7533","636.0000","49.0000","203.0714","351063.0000","399.4346","58.0000","602.0000","48.0000"
"706","1","706","71","61","61","23445.0000","58.0000","1354.0000","359.0822","618.0000","47.0000","201.3008","346544.0000","393.2607","57.0000","610.0000","46.0000"
"707","1","707","71","61","61","24325.0000","59.0000","1308.0000","365.0863","626.0000","49.0000","202.2523","346032.0000","399.5272","58.0000","599.0000","46.0000"
"708","1","708","71","61","61","24163.0000","59.0000","1347.0000","369.5511","648.0000","50.0000","205.6551","353581.0000","400.9339","58.0000","630.0000","49.0000"
"709","1","709","71","61","61","22704.0000","59.0000","1315.0000","385.6216","650.0000","49.0000","204.1568","348654.0000","411.9320","58.0000","625.0000","48.0000"
"710","1","710","71","61","61","23460.0000","59.0000","1378.0000","396.6258","656.0000","49.0000","206.7511","350263.0000","415.3264","58.0000","647.0000","48.0000"
"711","1","711","71","61","61","24998.0000","59.0000","1350.0000","374.8093","648.0000","50.0000","208.0481","352086.0000","399.5297","58.0000","617.0000","48.0000"
"712","1","712","71","61","61","23847.0000","59.0000","1319.0000","368.6299","632.0000","50.0000","202.8793","346758.0000","398.9361","58.0000","610.0000","49.0000"
"713","1","713","71","61","61","23463.0000","59.0000","1357.0000","366.6088","632.0000","49.0000","203.7548","343276.0000","390.1794","58.0000","613.0000","48.0000"
"714","1","714","71","61","61","23825.0000","59.0000","1351.0000","394.0736","640.0000","50.0000","205.4459","343599.0000","413.0327","58.0000","615.0000","48.0000"
"715","1","715","71","61","61","24171.0000","59.0000","1336.0000","380.1868","610.0000","48.0000","206.5575","342584.0000","391.9923","58.0000","582.0000","47.0000"
"716","1","716","71","61","61","24717.0000","59.0000","1364.0000","399.3570","642.0000","50.0000","210.9834","343646.0000","406.8341","58.0000","620.0000","48.0000"
"717","1","717","71","61","61","22974.0000","59.0000","1363.0000","410.2048","648.0000","49.0000","205.6599","340863.0000","417.8588","58.0000","631.0000","48.0000"
"718","1","718","71","61","61","24615.0000","58.0000","1331.0000","355.9522","640.0000","50.0000","204.5923","342765.0000","386.9341","57.0000","613.0000","49.0000"
"719","1","719","71","61","61","24312.0000","59.0000","1355.0000","385.2480","648.0000","50.0000","207.2872","351520.0000","407.3917","58.0000","627.0000","48.0000"
"720","1","720","71","61","61","25069.0000","59.0000","1348.0000","390.3076","640.0000","50.0000","209.0311","347472.0000","407.8407","58.0000","612.0000","48.0000"
"721","1","721","71","61","61","24079.0000","59.0000","1343.0000","373.2881","644.0000","49.0000","204.0392","352720.0000","404.1856","58.0000","621.0000","48.0000"
"722","1","722","71","61","61","23586.0000","59.0000","1294.0000","385.7486","640.0000","49.0000","205.4020","350316.0000","401.1334","58.0000","607.0000","48.0000"
"723","1","723","71","61","61","23719.0000","59.0000","1346.0000","390.3486","628.0000","50.0000","208.8780","328087.0000","401.4125","58.0000","592.0000","45.0000"
"724","1","724","71","61","61","24193.0000","59.0000","1333.0000","384.5465","640.0000","50.0000","203.6026","347894.0000","407.9559","58.0000","618.0000","49.0000"
"725","1","725","71","61","61","21041.0000","59.0000","1188.0000","374.8947","596.0000","46.0000","200.3397","329895.0000","394.3247","58.0000","568.0000","46.0000"
"726","1","726","71","61","61","23220.0000","59.0000","1316.0000","373.3310","618.0000","48.0000","204.5776","344432.0000","393.7029","58.0000","586.0000","47.0000"
"727","1","727","71","61","61","23733.0000","59.0000","1349.0000","379.9421","638.0000","50.0000","204.2939","352146.0000","404.2326","58.0000","609.0000","49.0000"
"728","1","728","71","61","61","24808.0000","59.0000","1338.0000","376.2047","656.0000","50.0000","207.1714","351778.0000","401.0287","58.0000","627.0000","48.0000"
"729","1","729","71","61","61","23310.0000","59.0000","1332.0000","367.7961","608.0000","49.0000","202.3462","337482.0000","394.0025","58.0000","591.0000","48.0000"
"730","1","730","71","61","61","23972.0000","59.0000","1369.0000","395.8586","660.0000","48.0000","207.9375","346284.0000","412.3445","58.0000","629.0000","47.0000"
"731","1","731","71","61","61","23912.0000","59.0000","1336.0000","347.8620","638.0000","49.0000","204.0098","352595.0000","384.4242","58.0000","613.0000","48.0000"
"732","1","732","71","61","61","24625.0000","59.0000","1364.0000","398.4947","668.0000","51.0000","210.0286","355047.0000","414.2656","58.0000","647.0000","49.0000"
"733","1","733","71","61","61","24361.0000","59.0000","1351.0000","377.8730","638.0000","49.0000","207.6487","357418.0000","396.8022","58.0000","618.0000","47.0000"
"734","1","734","71","61","61","23534.0000","59.0000","1305.0000","370.0973","642.0000","49.0000","202.0445","354362.0000","401.5246","58.0000","625.0000","48.0000"
