"No","RefTree","Tree","RefTree_taxa","Tree_taxa","Common_taxa","Triples","RFCluster(0.5)","MatchingPair","NodalSplitted","MatchingCluster","MAST","CopheneticL2Metric"
"807","1","807","27","27","27","1998.0000","25.0000","234.0000","91.5205","148.0000","20.0000","50.3190"
"808","1","808","27","27","27","1938.0000","25.0000","231.0000","85.1352","150.0000","19.0000","49.2138"
"809","1","809","27","27","27","1971.0000","25.0000","233.0000","87.6242","150.0000","20.0000","50.0600"
"810","1","810","27","27","27","1921.0000","25.0000","224.0000","87.5557","142.0000","19.0000","50.0999"
"811","1","811","27","27","27","1973.0000","25.0000","230.0000","89.9444","148.0000","20.0000","50.9510"
"812","1","812","27","27","27","1921.0000","25.0000","225.0000","91.6188","142.0000","18.0000","50.6754"
"813","1","813","27","27","27","1947.0000","25.0000","231.0000","88.8257","150.0000","19.0000","50.0799"
"814","1","814","27","27","27","1941.0000","25.0000","220.0000","88.0682","142.0000","18.0000","50.3786"
"815","1","815","27","27","27","2054.0000","25.0000","239.0000","87.6014","154.0000","19.0000","51.4393"
"816","1","816","27","27","27","1989.0000","25.0000","230.0000","84.1903","150.0000","19.0000","50.2792"
"817","1","817","27","27","27","1904.0000","25.0000","223.0000","83.7616","138.0000","17.0000","48.7237"
"818","1","818","27","27","27","1558.0000","25.0000","192.0000","82.1949","124.0000","18.0000","45.4973"
"819","1","819","27","27","27","2023.0000","25.0000","233.0000","90.1998","152.0000","19.0000","51.5946"
"820","1","820","27","27","27","1852.0000","25.0000","212.0000","81.1172","130.0000","17.0000","47.6025"
"821","1","821","27","27","27","1966.0000","25.0000","227.0000","87.9659","142.0000","17.0000","50.0000"
"822","1","822","27","27","27","1961.0000","25.0000","229.0000","87.0976","146.0000","19.0000","49.8799"
"823","1","823","27","27","27","1939.0000","25.0000","232.0000","80.9444","136.0000","20.0000","48.2079"
"824","1","824","27","27","27","2017.0000","25.0000","230.0000","83.4146","150.0000","18.0000","50.0000"
"825","1","825","27","27","27","1997.0000","25.0000","233.0000","86.2670","148.0000","19.0000","49.5984"
"826","1","826","27","27","27","1974.0000","25.0000","227.0000","85.6971","138.0000","19.0000","49.2544"
"827","1","827","27","27","27","2014.0000","24.0000","237.0000","90.2552","156.0000","20.0000","51.2640"
"828","1","828","27","27","27","1676.0000","25.0000","204.0000","90.2663","136.0000","18.0000","48.8057"
"829","1","829","27","27","27","1984.0000","25.0000","228.0000","85.0764","152.0000","18.0000","50.3587"
"830","1","830","27","27","27","2030.0000","25.0000","230.0000","85.1587","152.0000","18.0000","50.0400"
"831","1","831","27","27","27","1816.0000","25.0000","215.0000","86.2206","126.0000","16.0000","48.4974"
"832","1","832","27","27","27","1983.0000","25.0000","234.0000","88.5776","148.0000","19.0000","50.1199"
"833","1","833","27","27","27","1928.0000","25.0000","224.0000","75.7892","134.0000","18.0000","46.7119"
"834","1","834","27","27","27","2029.0000","25.0000","235.0000","93.9149","156.0000","19.0000","51.6914"
"835","1","835","27","27","27","1880.0000","25.0000","222.0000","88.8819","150.0000","19.0000","50.6754"
"836","1","836","27","27","27","1997.0000","25.0000","224.0000","80.9444","148.0000","17.0000","49.1325"
"837","1","837","27","27","27","2010.0000","25.0000","231.0000","90.0000","154.0000","18.0000","52.1536"
"838","1","838","27","27","27","2009.0000","25.0000","234.0000","84.9706","152.0000","20.0000","49.9199"
"839","1","839","27","27","27","1996.0000","23.0000","228.0000","85.8604","148.0000","18.0000","49.7996"
"840","1","840","27","27","27","1807.0000","25.0000","215.0000","87.7724","136.0000","17.0000","48.0416"
"841","1","841","27","27","27","2041.0000","25.0000","234.0000","90.4986","154.0000","19.0000","50.7937"
"842","1","842","27","27","27","1934.0000","25.0000","229.0000","91.6733","150.0000","19.0000","50.2792"
"843","1","843","27","27","27","1962.0000","25.0000","233.0000","92.4662","152.0000","20.0000","50.5569"
"844","1","844","27","27","27","1910.0000","25.0000","227.0000","86.8792","146.0000","18.0000","49.6991"
"845","1","845","27","27","27","1879.0000","25.0000","222.0000","81.2773","140.0000","19.0000","49.1732"
"846","1","846","27","27","27","1930.0000","25.0000","227.0000","95.6661","148.0000","20.0000","51.1273"
"847","1","847","27","27","27","1956.0000","25.0000","226.0000","86.4176","146.0000","18.0000","49.9199"
